"","1","2","Glycan1","Glycan2","mass","probability","Glycan"
"1",0,1445.3502,"no glycan","H3N4F1",28623.2302,0.00100034801294656,"no glycan _ H3N4F1"
"2",203,1445.3502,"HexNAc(1)","H3N4F1",28826.2302,0.00268514466633023,"HexNAc(1) _ H3N4F1"
"3",365,1445.3502,"HexNAc(1)Hex(1)","H3N4F1",28988.2302,0.00163966817159661,"HexNAc(1)Hex(1) _ H3N4F1"
"4",568,1445.3502,"HexNAc(2)Hex(1)","H3N4F1",29191.2302,0.000977783772053027,"HexNAc(2)Hex(1) _ H3N4F1"
"5",656,1445.3502,"HexNAc(1)Hex(1)NeuAc(1)","H3N4F1",29279.2302,0.012485546627754,"HexNAc(1)Hex(1)NeuAc(1) _ H3N4F1"
"6",947,1445.3502,"HexNAc(1)Hex(1)NeuAc(2)","H3N4F1",29570.2302,0.0695730760883884,"HexNAc(1)Hex(1)NeuAc(2) _ H3N4F1"
"7",1021,1445.3502,"HexNAc(2)Hex(2)NeuAc(1)","H3N4F1",29644.2302,0.00172992513517074,"HexNAc(2)Hex(2)NeuAc(1) _ H3N4F1"
"8",1238,1445.3502,"HexNAc(1)Hex(1)NeuAc(3)","H3N4F1",29861.2302,8.34876913060661e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H3N4F1"
"9",1312,1445.3502,"HexNAc(2)Hex(2)NeuAc(2)","H3N4F1",29935.2302,0.00359523571570267,"HexNAc(2)Hex(2)NeuAc(2) _ H3N4F1"
"10",989,1445.3502,"HexNAc(1)Hex(1)NeuAc(2)","H3N4F1",29612.2302,0.000144411141718601,"HexNAc(1)Hex(1)NeuAc(2) _ H3N4F1"
"11",0,1502.4022,"no glycan","H3N5",28680.2822,0.000364143568152213,"no glycan _ H3N5"
"12",203,1502.4022,"HexNAc(1)","H3N5",28883.2822,0.000977437998724362,"HexNAc(1) _ H3N5"
"13",365,1502.4022,"HexNAc(1)Hex(1)","H3N5",29045.2822,0.000596866901181823,"HexNAc(1)Hex(1) _ H3N5"
"14",568,1502.4022,"HexNAc(2)Hex(1)","H3N5",29248.2822,0.00035592980345705,"HexNAc(2)Hex(1) _ H3N5"
"15",656,1502.4022,"HexNAc(1)Hex(1)NeuAc(1)","H3N5",29336.2822,0.00454494979799003,"HexNAc(1)Hex(1)NeuAc(1) _ H3N5"
"16",947,1502.4022,"HexNAc(1)Hex(1)NeuAc(2)","H3N5",29627.2822,0.0253257744767517,"HexNAc(1)Hex(1)NeuAc(2) _ H3N5"
"17",1021,1502.4022,"HexNAc(2)Hex(2)NeuAc(1)","H3N5",29701.2822,0.000629721959962474,"HexNAc(2)Hex(2)NeuAc(1) _ H3N5"
"18",1238,1502.4022,"HexNAc(1)Hex(1)NeuAc(3)","H3N5",29918.2822,3.0390929372102e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H3N5"
"19",1312,1502.4022,"HexNAc(2)Hex(2)NeuAc(2)","H3N5",29992.2822,0.00130872650809592,"HexNAc(2)Hex(2)NeuAc(2) _ H3N5"
"20",989,1502.4022,"HexNAc(1)Hex(1)NeuAc(2)","H3N5",29669.2822,5.25680940490413e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H3N5"
"21",0,1591.4932,"no glycan","H3N4F2",28769.3732,0.000202085050591634,"no glycan _ H3N4F2"
"22",203,1591.4932,"HexNAc(1)","H3N4F2",28972.3732,0.000542438820009123,"HexNAc(1) _ H3N4F2"
"23",365,1591.4932,"HexNAc(1)Hex(1)","H3N4F2",29134.3732,0.000331237150593806,"HexNAc(1)Hex(1) _ H3N4F2"
"24",568,1591.4932,"HexNAc(2)Hex(1)","H3N4F2",29337.3732,0.000197526741179793,"HexNAc(2)Hex(1) _ H3N4F2"
"25",656,1591.4932,"HexNAc(1)Hex(1)NeuAc(1)","H3N4F2",29425.3732,0.00252226454121889,"HexNAc(1)Hex(1)NeuAc(1) _ H3N4F2"
"26",947,1591.4932,"HexNAc(1)Hex(1)NeuAc(2)","H3N4F2",29716.3732,0.0140547873531775,"HexNAc(1)Hex(1)NeuAc(2) _ H3N4F2"
"27",1021,1591.4932,"HexNAc(2)Hex(2)NeuAc(1)","H3N4F2",29790.3732,0.000349470388241172,"HexNAc(2)Hex(2)NeuAc(1) _ H3N4F2"
"28",1238,1591.4932,"HexNAc(1)Hex(1)NeuAc(3)","H3N4F2",30007.3732,1.68657448238131e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H3N4F2"
"29",1312,1591.4932,"HexNAc(2)Hex(2)NeuAc(2)","H3N4F2",30081.3732,0.000726290632953391,"HexNAc(2)Hex(2)NeuAc(2) _ H3N4F2"
"30",989,1591.4932,"HexNAc(1)Hex(1)NeuAc(2)","H3N4F2",29758.3732,2.91731802357847e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H3N4F2"
"31",0,1607.4926,"no glycan","H4N4F1",28785.3726,0.000411321885691969,"no glycan _ H4N4F1"
"32",203,1607.4926,"HexNAc(1)","H4N4F1",28988.3726,0.00110407453527844,"HexNAc(1) _ H4N4F1"
"33",365,1607.4926,"HexNAc(1)Hex(1)","H4N4F1",29150.3726,0.000674196775043979,"HexNAc(1)Hex(1) _ H4N4F1"
"34",568,1607.4926,"HexNAc(2)Hex(1)","H4N4F1",29353.3726,0.000402043948420721,"HexNAc(2)Hex(1) _ H4N4F1"
"35",656,1607.4926,"HexNAc(1)Hex(1)NeuAc(1)","H4N4F1",29441.3726,0.0051337919567569,"HexNAc(1)Hex(1)NeuAc(1) _ H4N4F1"
"36",947,1607.4926,"HexNAc(1)Hex(1)NeuAc(2)","H4N4F1",29732.3726,0.0286069732530129,"HexNAc(1)Hex(1)NeuAc(2) _ H4N4F1"
"37",1021,1607.4926,"HexNAc(2)Hex(2)NeuAc(1)","H4N4F1",29806.3726,0.000711308524128969,"HexNAc(2)Hex(2)NeuAc(1) _ H4N4F1"
"38",1238,1607.4926,"HexNAc(1)Hex(1)NeuAc(3)","H4N4F1",30023.3726,3.43283679036154e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H4N4F1"
"39",1312,1607.4926,"HexNAc(2)Hex(2)NeuAc(2)","H4N4F1",30097.3726,0.00147828467188542,"HexNAc(2)Hex(2)NeuAc(2) _ H4N4F1"
"40",989,1607.4926,"HexNAc(1)Hex(1)NeuAc(2)","H4N4F1",29774.3726,5.93787985359835e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H4N4F1"
"41",0,1648.5452,"no glycan","H3N5F1",28826.4252,0.000387198541839854,"no glycan _ H3N5F1"
"42",203,1648.5452,"HexNAc(1)","H3N5F1",29029.4252,0.00103932240178066,"HexNAc(1) _ H3N5F1"
"43",365,1648.5452,"HexNAc(1)Hex(1)","H3N5F1",29191.4252,0.000634656256549535,"HexNAc(1)Hex(1) _ H3N5F1"
"44",568,1648.5452,"HexNAc(2)Hex(1)","H3N5F1",29394.4252,0.000378464740144218,"HexNAc(2)Hex(1) _ H3N5F1"
"45",656,1648.5452,"HexNAc(1)Hex(1)NeuAc(1)","H3N5F1",29482.4252,0.00483270360491848,"HexNAc(1)Hex(1)NeuAc(1) _ H3N5F1"
"46",947,1648.5452,"HexNAc(1)Hex(1)NeuAc(2)","H3N5F1",29773.4252,0.0269292218948771,"HexNAc(1)Hex(1)NeuAc(2) _ H3N5F1"
"47",1021,1648.5452,"HexNAc(2)Hex(2)NeuAc(1)","H3N5F1",29847.4252,0.000669591463332079,"HexNAc(2)Hex(2)NeuAc(1) _ H3N5F1"
"48",1238,1648.5452,"HexNAc(1)Hex(1)NeuAc(3)","H3N5F1",30064.4252,3.23150662738525e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H3N5F1"
"49",1312,1648.5452,"HexNAc(2)Hex(2)NeuAc(2)","H3N5F1",30138.4252,0.00139158573683797,"HexNAc(2)Hex(2)NeuAc(2) _ H3N5F1"
"50",989,1648.5452,"HexNAc(1)Hex(1)NeuAc(2)","H3N5F1",29815.4252,5.58963308520692e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H3N5F1"
"51",0,1664.5446,"no glycan","H4N5",28842.4246,0.000167332159227975,"no glycan _ H4N5"
"52",203,1664.5446,"HexNAc(1)","H4N5",29045.4246,0.00044915474319088,"HexNAc(1) _ H4N5"
"53",365,1664.5446,"HexNAc(1)Hex(1)","H4N5",29207.4246,0.000274273764749613,"HexNAc(1)Hex(1) _ H4N5"
"54",568,1664.5446,"HexNAc(2)Hex(1)","H4N5",29410.4246,0.000163557749621329,"HexNAc(2)Hex(1) _ H4N5"
"55",656,1664.5446,"HexNAc(1)Hex(1)NeuAc(1)","H4N5",29498.4246,0.00208850664901081,"HexNAc(1)Hex(1)NeuAc(1) _ H4N5"
"56",947,1664.5446,"HexNAc(1)Hex(1)NeuAc(2)","H4N5",29789.4246,0.0116377629538253,"HexNAc(1)Hex(1)NeuAc(2) _ H4N5"
"57",1021,1664.5446,"HexNAc(2)Hex(2)NeuAc(1)","H4N5",29863.4246,0.000289371403176197,"HexNAc(2)Hex(2)NeuAc(1) _ H4N5"
"58",1238,1664.5446,"HexNAc(1)Hex(1)NeuAc(3)","H4N5",30080.4246,1.39653155445904e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H4N5"
"59",1312,1664.5446,"HexNAc(2)Hex(2)NeuAc(2)","H4N5",30154.4246,0.00060138926399227,"HexNAc(2)Hex(2)NeuAc(2) _ H4N5"
"60",989,1664.5446,"HexNAc(1)Hex(1)NeuAc(2)","H4N5",29831.4246,2.41562214825347e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H4N5"
"61",0,1705.5972,"no glycan","H3N6",28883.4772,7.82634384608127e-05,"no glycan _ H3N6"
"62",203,1705.5972,"HexNAc(1)","H3N6",29086.4772,0.000210075545342181,"HexNAc(1) _ H3N6"
"63",365,1705.5972,"HexNAc(1)Hex(1)","H3N6",29248.4772,0.000128281425447046,"HexNAc(1)Hex(1) _ H3N6"
"64",568,1705.5972,"HexNAc(2)Hex(1)","H3N6",29451.4772,7.64980977436515e-05,"HexNAc(2)Hex(1) _ H3N6"
"65",656,1705.5972,"HexNAc(1)Hex(1)NeuAc(1)","H3N6",29539.4772,0.000976821863495857,"HexNAc(1)Hex(1)NeuAc(1) _ H3N6"
"66",947,1705.5972,"HexNAc(1)Hex(1)NeuAc(2)","H3N6",29830.4772,0.00544313387791366,"HexNAc(1)Hex(1)NeuAc(2) _ H3N6"
"67",1021,1705.5972,"HexNAc(2)Hex(2)NeuAc(1)","H3N6",29904.4772,0.000135342788315691,"HexNAc(2)Hex(2)NeuAc(1) _ H3N6"
"68",1238,1705.5972,"HexNAc(1)Hex(1)NeuAc(3)","H3N6",30121.4772,6.5317606534964e-06,"HexNAc(1)Hex(1)NeuAc(3) _ H3N6"
"69",1312,1705.5972,"HexNAc(2)Hex(2)NeuAc(2)","H3N6",30195.4772,0.000281277620934349,"HexNAc(2)Hex(2)NeuAc(2) _ H3N6"
"70",989,1705.5972,"HexNAc(1)Hex(1)NeuAc(2)","H3N6",29872.4772,1.12981805898316e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H3N6"
"71",0,1753.6356,"no glycan","H4N4F2",28931.5156,0.000495036800709999,"no glycan _ H4N4F2"
"72",203,1753.6356,"HexNAc(1)","H4N4F2",29134.5156,0.00132878299137947,"HexNAc(1) _ H4N4F2"
"73",365,1753.6356,"HexNAc(1)Hex(1)","H4N4F2",29296.5156,0.000811413703419396,"HexNAc(1)Hex(1) _ H4N4F2"
"74",568,1753.6356,"HexNAc(2)Hex(1)","H4N4F2",29499.5156,0.000483870557084961,"HexNAc(2)Hex(1) _ H4N4F2"
"75",656,1753.6356,"HexNAc(1)Hex(1)NeuAc(1)","H4N4F2",29587.5156,0.00617865480585412,"HexNAc(1)Hex(1)NeuAc(1) _ H4N4F2"
"76",947,1753.6356,"HexNAc(1)Hex(1)NeuAc(2)","H4N4F2",29878.5156,0.0344292511771991,"HexNAc(1)Hex(1)NeuAc(2) _ H4N4F2"
"77",1021,1753.6356,"HexNAc(2)Hex(2)NeuAc(1)","H4N4F2",29952.5156,0.000856078677919546,"HexNAc(2)Hex(2)NeuAc(1) _ H4N4F2"
"78",1238,1753.6356,"HexNAc(1)Hex(1)NeuAc(3)","H4N4F2",30169.5156,4.1315101412639e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H4N4F2"
"79",1312,1753.6356,"HexNAc(2)Hex(2)NeuAc(2)","H4N4F2",30243.5156,0.00177915481758932,"HexNAc(2)Hex(2)NeuAc(2) _ H4N4F2"
"80",989,1753.6356,"HexNAc(1)Hex(1)NeuAc(2)","H4N4F2",29920.5156,7.14639592002404e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H4N4F2"
"81",0,1794.6882,"no glycan","H3N5F2",28972.5682,0.000522880624949489,"no glycan _ H3N5F2"
"82",203,1794.6882,"HexNAc(1)","H3N5F2",29175.5682,0.001403521677496,"HexNAc(1) _ H3N5F2"
"83",365,1794.6882,"HexNAc(1)Hex(1)","H3N5F2",29337.5682,0.000857052452924726,"HexNAc(1)Hex(1) _ H3N5F2"
"84",568,1794.6882,"HexNAc(2)Hex(1)","H3N5F2",29540.5682,0.000511086325138598,"HexNAc(2)Hex(1) _ H3N5F2"
"85",656,1794.6882,"HexNAc(1)Hex(1)NeuAc(1)","H3N5F2",29628.5682,0.00652617922869287,"HexNAc(1)Hex(1)NeuAc(1) _ H3N5F2"
"86",947,1794.6882,"HexNAc(1)Hex(1)NeuAc(2)","H3N5F2",29919.5682,0.0363657577502464,"HexNAc(1)Hex(1)NeuAc(2) _ H3N5F2"
"87",1021,1794.6882,"HexNAc(2)Hex(2)NeuAc(1)","H3N5F2",29993.5682,0.000904229652168288,"HexNAc(2)Hex(2)NeuAc(1) _ H3N5F2"
"88",1238,1794.6882,"HexNAc(1)Hex(1)NeuAc(3)","H3N5F2",30210.5682,4.36389093002957e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H3N5F2"
"89",1312,1794.6882,"HexNAc(2)Hex(2)NeuAc(2)","H3N5F2",30284.5682,0.00187922510320192,"HexNAc(2)Hex(2)NeuAc(2) _ H3N5F2"
"90",989,1794.6882,"HexNAc(1)Hex(1)NeuAc(2)","H3N5F2",29961.5682,7.54835187897006e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H3N5F2"
"91",0,1810.6876,"no glycan","H4N5F1",28988.5676,0.000347285388176802,"no glycan _ H4N5F1"
"92",203,1810.6876,"HexNAc(1)","H4N5F1",29191.5676,0.000932187094579836,"HexNAc(1) _ H4N5F1"
"93",365,1810.6876,"HexNAc(1)Hex(1)","H4N5F1",29353.5676,0.000569234696410096,"HexNAc(1)Hex(1) _ H4N5F1"
"94",568,1810.6876,"HexNAc(2)Hex(1)","H4N5F1",29556.5676,0.000339451883180332,"HexNAc(2)Hex(1) _ H4N5F1"
"95",656,1810.6876,"HexNAc(1)Hex(1)NeuAc(1)","H4N5F1",29644.5676,0.00433453943137963,"HexNAc(1)Hex(1)NeuAc(1) _ H4N5F1"
"96",947,1810.6876,"HexNAc(1)Hex(1)NeuAc(2)","H4N5F1",29935.5676,0.0241533070724467,"HexNAc(1)Hex(1)NeuAc(2) _ H4N5F1"
"97",1021,1810.6876,"HexNAc(2)Hex(2)NeuAc(1)","H4N5F1",30009.5676,0.000600568716395973,"HexNAc(2)Hex(2)NeuAc(1) _ H4N5F1"
"98",1238,1810.6876,"HexNAc(1)Hex(1)NeuAc(3)","H4N5F1",30226.5676,2.89839684869361e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H4N5F1"
"99",1312,1810.6876,"HexNAc(2)Hex(2)NeuAc(2)","H4N5F1",30300.5676,0.00124813846277076,"HexNAc(2)Hex(2)NeuAc(2) _ H4N5F1"
"100",989,1810.6876,"HexNAc(1)Hex(1)NeuAc(2)","H4N5F1",29977.5676,5.01344319774029e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H4N5F1"
"101",0,1851.7402,"no glycan","H3N6F1",29029.6202,0.000390920815366754,"no glycan _ H3N6F1"
"102",203,1851.7402,"HexNAc(1)","H3N6F1",29232.6202,0.00104931376756339,"HexNAc(1) _ H3N6F1"
"103",365,1851.7402,"HexNAc(1)Hex(1)","H3N6F1",29394.6202,0.000640757426691371,"HexNAc(1)Hex(1) _ H3N6F1"
"104",568,1851.7402,"HexNAc(2)Hex(1)","H3N6F1",29597.6202,0.00038210305261412,"HexNAc(2)Hex(1) _ H3N6F1"
"105",656,1851.7402,"HexNAc(1)Hex(1)NeuAc(1)","H3N6F1",29685.6202,0.00487916205645723,"HexNAc(1)Hex(1)NeuAc(1) _ H3N6F1"
"106",947,1851.7402,"HexNAc(1)Hex(1)NeuAc(2)","H3N6F1",29976.6202,0.0271881018206201,"HexNAc(1)Hex(1)NeuAc(2) _ H3N6F1"
"107",1021,1851.7402,"HexNAc(2)Hex(2)NeuAc(1)","H3N6F1",30050.6202,0.000676028477701905,"HexNAc(2)Hex(2)NeuAc(1) _ H3N6F1"
"108",1238,1851.7402,"HexNAc(1)Hex(1)NeuAc(3)","H3N6F1",30267.6202,3.26257221847441e-05,"HexNAc(1)Hex(1)NeuAc(3) _ H3N6F1"
"109",1312,1851.7402,"HexNAc(2)Hex(2)NeuAc(2)","H3N6F1",30341.6202,0.00140496353191961,"HexNAc(2)Hex(2)NeuAc(2) _ H3N6F1"
"110",989,1851.7402,"HexNAc(1)Hex(1)NeuAc(2)","H3N6F1",30018.6202,5.64336816168547e-05,"HexNAc(1)Hex(1)NeuAc(2) _ H3N6F1"
"111",0,1898.7505,"no glycan","H4N4F1S1",29076.6305,0.000223850818436388,"no glycan _ H4N4F1S1"
"112",203,1898.7505,"HexNAc(1)","H4N4F1S1",29279.6305,0.000600862723171357,"HexNAc(1) _ H4N4F1S1"
"113",365,1898.7505,"HexNAc(1)Hex(1)","H4N4F1S1",29441.6305,0.000366913371572425,"HexNAc(1)Hex(1) _ H4N4F1S1"
"114",568,1898.7505,"HexNAc(2)Hex(1)","H4N4F1S1",29644.6305,0.000218801551855116,"HexNAc(2)Hex(1) _ H4N4F1S1"
"115",656,1898.7505,"HexNAc(1)Hex(1)NeuAc(1)","H4N4F1S1",29732.6305,0.00279392750830379,"HexNAc(1)Hex(1)NeuAc(1) _ H4N4F1S1"
"116",947,1898.7505,"HexNAc(1)Hex(1)NeuAc(2)","H4N4F1S1",30023.6305,0.0155685719589217,"HexNAc(1)Hex(1)NeuAc(2) _ H4N4F1S1"
"117",1021,1898.7505,"HexNAc(2)Hex(2)NeuAc(1)","H4N4F1S1",30097.6305,0.000387110437897513,"HexNAc(2)Hex(2)NeuAc(1) _ H4N4F1S1"
