"","1","2","3","4","Glycan1","Glycan2","Glycan3","Glycan4","mass","probability","Glycan"
"3479",1209.433,2352.1508,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H5N4F1S2","H5N5F2","no glycan",32469.4668,2.19727951568613e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N4F1S2 _ H5N5F2 _ no glycan"
"3480",1312.453,2352.1508,2118.973,0,"Hex(2)HexNAc(2)NeuAc(2)","H5N4F1S2","H5N5F2","no glycan",32572.4868,3.7712527728667e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H5N4F1S2 _ H5N5F2 _ no glycan"
"3481",656,2409.2028,2118.973,0,"Hex(1)HexNAc(1)NeuAc(1)","H5N5S2","H5N5F2","no glycan",31973.0858,4.46870253495241e-06,"Hex(1)HexNAc(1)NeuAc(1) _ H5N5S2 _ H5N5F2 _ no glycan"
"3482",947.323,2409.2028,2118.973,0,"Hex(1)HexNAc(1)NeuAc(2)","H5N5S2","H5N5F2","no glycan",32264.4088,0.000281627701034337,"Hex(1)HexNAc(1)NeuAc(2) _ H5N5S2 _ H5N5F2 _ no glycan"
"3483",1021.74,2409.2028,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1)","H5N5S2","H5N5F2","no glycan",32338.8258,1.49443773458311e-05,"Hex(2)HexNAc(2)NeuAc(1) _ H5N5S2 _ H5N5F2 _ no glycan"
"3484",1063.363,2409.2028,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H5N5S2","H5N5F2","no glycan",32380.4488,1.11951168717857e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H5N5S2 _ H5N5F2 _ no glycan"
"3485",1143.333,2409.2028,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H5N5S2","H5N5F2","no glycan",32460.4188,5.08076079325288e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N5S2 _ H5N5F2 _ no glycan"
"3486",1167.423,2409.2028,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H5N5S2","H5N5F2","no glycan",32484.5088,1.039857446184e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H5N5S2 _ H5N5F2 _ no glycan"
"3487",1209.433,2409.2028,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H5N5S2","H5N5F2","no glycan",32526.5188,1.73220106432887e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N5S2 _ H5N5F2 _ no glycan"
"3488",1312.453,2409.2028,2118.973,0,"Hex(2)HexNAc(2)NeuAc(2)","H5N5S2","H5N5F2","no glycan",32629.5388,2.97302551649785e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H5N5S2 _ H5N5F2 _ no glycan"
"3489",656,2427.2584,2118.973,0,"Hex(1)HexNAc(1)NeuAc(1)","H6N5F3","H5N5F2","no glycan",31991.1414,2.27015366630237e-06,"Hex(1)HexNAc(1)NeuAc(1) _ H6N5F3 _ H5N5F2 _ no glycan"
"3490",947.323,2427.2584,2118.973,0,"Hex(1)HexNAc(1)NeuAc(2)","H6N5F3","H5N5F2","no glycan",32282.4644,0.000143070198348348,"Hex(1)HexNAc(1)NeuAc(2) _ H6N5F3 _ H5N5F2 _ no glycan"
"3491",1021.74,2427.2584,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1)","H6N5F3","H5N5F2","no glycan",32356.8814,7.59192019537857e-06,"Hex(2)HexNAc(2)NeuAc(1) _ H6N5F3 _ H5N5F2 _ no glycan"
"3492",1063.363,2427.2584,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H6N5F3","H5N5F2","no glycan",32398.5044,5.68725159313797e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H6N5F3 _ H5N5F2 _ no glycan"
"3493",1143.333,2427.2584,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H6N5F3","H5N5F2","no glycan",32478.4744,2.58108649036117e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N5F3 _ H5N5F2 _ no glycan"
"3494",1167.423,2427.2584,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H6N5F3","H5N5F2","no glycan",32502.5644,5.28259864115475e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H6N5F3 _ H5N5F2 _ no glycan"
"3495",1209.433,2427.2584,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H6N5F3","H5N5F2","no glycan",32544.5744,8.7997859920227e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N5F3 _ H5N5F2 _ no glycan"
"3496",1312.453,2427.2584,2118.973,0,"Hex(2)HexNAc(2)NeuAc(2)","H6N5F3","H5N5F2","no glycan",32647.5944,1.510332075921e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F3 _ H5N5F2 _ no glycan"
"3497",656,2717.4882,2118.973,0,"Hex(1)HexNAc(1)NeuAc(1)","H6N5F1S2","H5N5F2","no glycan",32281.3712,2.37800023279768e-06,"Hex(1)HexNAc(1)NeuAc(1) _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3498",947.323,2717.4882,2118.973,0,"Hex(1)HexNAc(1)NeuAc(2)","H6N5F1S2","H5N5F2","no glycan",32572.6942,0.000149866931930178,"Hex(1)HexNAc(1)NeuAc(2) _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3499",1021.74,2717.4882,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1)","H6N5F1S2","H5N5F2","no glycan",32647.1112,7.95258411797177e-06,"Hex(2)HexNAc(2)NeuAc(1) _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3500",1063.363,2717.4882,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H6N5F1S2","H5N5F2","no glycan",32688.7342,5.95743178676069e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3501",1143.333,2717.4882,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H6N5F1S2","H5N5F2","no glycan",32768.7042,2.70370432013402e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3502",1167.423,2717.4882,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H6N5F1S2","H5N5F2","no glycan",32792.7942,5.53355527641604e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3503",1209.433,2717.4882,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H6N5F1S2","H5N5F2","no glycan",32834.8042,9.21783113108984e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3504",1312.453,2717.4882,2118.973,0,"Hex(2)HexNAc(2)NeuAc(2)","H6N5F1S2","H5N5F2","no glycan",32937.8242,1.58208234158522e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H5N5F2 _ no glycan"
"3505",656,2612.3978,2118.973,0,"Hex(1)HexNAc(1)NeuAc(1)","H5N6F1S2","H5N5F2","no glycan",32176.2808,1.83183054096138e-06,"Hex(1)HexNAc(1)NeuAc(1) _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3506",947.323,2612.3978,2118.973,0,"Hex(1)HexNAc(1)NeuAc(2)","H5N6F1S2","H5N5F2","no glycan",32467.6038,0.000115446087516527,"Hex(1)HexNAc(1)NeuAc(2) _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3507",1021.74,2612.3978,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1)","H5N6F1S2","H5N5F2","no glycan",32542.0208,6.12606603899546e-06,"Hex(2)HexNAc(2)NeuAc(1) _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3508",1063.363,2612.3978,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H5N6F1S2","H5N5F2","no glycan",32583.6438,4.58915240720704e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3509",1143.333,2612.3978,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H5N6F1S2","H5N5F2","no glycan",32663.6138,2.08272820121801e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3510",1167.423,2612.3978,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H5N6F1S2","H5N5F2","no glycan",32687.7038,4.26263017792536e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3511",1209.433,2612.3978,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H5N6F1S2","H5N5F2","no glycan",32729.7138,7.1007161204057e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3512",1312.453,2612.3978,2118.973,0,"Hex(2)HexNAc(2)NeuAc(2)","H5N6F1S2","H5N5F2","no glycan",32832.7338,1.21871592427135e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H5N6F1S2 _ H5N5F2 _ no glycan"
"3513",656,0,2118.973,0,"Hex(1)HexNAc(1)NeuAc(1)","no glycan","H5N5F2","no glycan",29563.883,1.76302288001656e-05,"Hex(1)HexNAc(1)NeuAc(1) _ no glycan _ H5N5F2 _ no glycan"
"3514",947.323,0,2118.973,0,"Hex(1)HexNAc(1)NeuAc(2)","no glycan","H5N5F2","no glycan",29855.206,0.00111109673710982,"Hex(1)HexNAc(1)NeuAc(2) _ no glycan _ H5N5F2 _ no glycan"
"3515",1021.74,0,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1)","no glycan","H5N5F2","no glycan",29929.623,5.89595726773567e-05,"Hex(2)HexNAc(2)NeuAc(1) _ no glycan _ H5N5F2 _ no glycan"
"3516",1063.363,0,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","no glycan","H5N5F2","no glycan",29971.246,4.416773556763e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ no glycan _ H5N5F2 _ no glycan"
"3517",1143.333,0,2118.973,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","no glycan","H5N5F2","no glycan",30051.216,2.00449626179723e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ no glycan _ H5N5F2 _ no glycan"
"3518",1167.423,0,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","no glycan","H5N5F2","no glycan",30075.306,4.10251623427317e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ no glycan _ H5N5F2 _ no glycan"
"3519",1209.433,0,2118.973,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","no glycan","H5N5F2","no glycan",30117.316,6.83399730752803e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ no glycan _ H5N5F2 _ no glycan"
"3520",1312.453,0,2118.973,0,"Hex(2)HexNAc(2)NeuAc(2)","no glycan","H5N5F2","no glycan",30220.336,0.000117293822255157,"Hex(2)HexNAc(2)NeuAc(2) _ no glycan _ H5N5F2 _ no glycan"
"3521",656,1915.778,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H5N4F2","H3N6F3","no glycan",31504.7142,8.20157431179662e-06,"Hex(1)HexNAc(1)NeuAc(1) _ H5N4F2 _ H3N6F3 _ no glycan"
"3522",947.323,1915.778,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H5N4F2","H3N6F3","no glycan",31796.0372,0.000516881689982114,"Hex(1)HexNAc(1)NeuAc(2) _ H5N4F2 _ H3N6F3 _ no glycan"
"3523",1021.74,1915.778,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1)","H5N4F2","H3N6F3","no glycan",31870.4542,2.74279660341431e-05,"Hex(2)HexNAc(2)NeuAc(1) _ H5N4F2 _ H3N6F3 _ no glycan"
"3524",1063.363,1915.778,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H5N4F2","H3N6F3","no glycan",31912.0772,2.05468102284808e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H5N4F2 _ H3N6F3 _ no glycan"
"3525",1143.333,1915.778,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H5N4F2","H3N6F3","no glycan",31992.0472,9.32490737085279e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N4F2 _ H3N6F3 _ no glycan"
"3526",1167.423,1915.778,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H5N4F2","H3N6F3","no glycan",32016.1372,1.90848866127179e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H5N4F2 _ H3N6F3 _ no glycan"
"3527",1209.433,1915.778,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H5N4F2","H3N6F3","no glycan",32058.1472,3.1791723975688e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N4F2 _ H3N6F3 _ no glycan"
"3528",1312.453,1915.778,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(2)","H5N4F2","H3N6F3","no glycan",32161.1672,5.45650320505935e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H5N4F2 _ H3N6F3 _ no glycan"
"3529",656,1956.8306,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H4N5F2","H3N6F3","no glycan",31545.7668,2.07102623913965e-05,"Hex(1)HexNAc(1)NeuAc(1) _ H4N5F2 _ H3N6F3 _ no glycan"
"3530",947.323,1956.8306,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H4N5F2","H3N6F3","no glycan",31837.0898,0.00130520739285883,"Hex(1)HexNAc(1)NeuAc(2) _ H4N5F2 _ H3N6F3 _ no glycan"
"3531",1021.74,1956.8306,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1)","H4N5F2","H3N6F3","no glycan",31911.5068,6.92599191124052e-05,"Hex(2)HexNAc(2)NeuAc(1) _ H4N5F2 _ H3N6F3 _ no glycan"
"3532",1063.363,1956.8306,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H4N5F2","H3N6F3","no glycan",31953.1298,5.18839206914229e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N5F2 _ H3N6F3 _ no glycan"
"3533",1143.333,1956.8306,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H4N5F2","H3N6F3","no glycan",32033.0998,2.35468546749683e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N5F2 _ H3N6F3 _ no glycan"
"3534",1167.423,1956.8306,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H4N5F2","H3N6F3","no glycan",32057.1898,4.81923341096758e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H4N5F2 _ H3N6F3 _ no glycan"
"3535",1209.433,1956.8306,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H4N5F2","H3N6F3","no glycan",32099.1998,8.02790928156717e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H4N5F2 _ H3N6F3 _ no glycan"
"3536",1312.453,1956.8306,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(2)","H4N5F2","H3N6F3","no glycan",32202.2198,0.000137785270022775,"Hex(2)HexNAc(2)NeuAc(2) _ H4N5F2 _ H3N6F3 _ no glycan"
"3537",656,1972.83,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H5N5F1","H3N6F3","no glycan",31561.7662,5.34052673667678e-06,"Hex(1)HexNAc(1)NeuAc(1) _ H5N5F1 _ H3N6F3 _ no glycan"
"3538",947.323,1972.83,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H5N5F1","H3N6F3","no glycan",31853.0892,0.000336572026309357,"Hex(1)HexNAc(1)NeuAc(2) _ H5N5F1 _ H3N6F3 _ no glycan"
"3539",1021.74,1972.83,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1)","H5N5F1","H3N6F3","no glycan",31927.5062,1.78599596088908e-05,"Hex(2)HexNAc(2)NeuAc(1) _ H5N5F1 _ H3N6F3 _ no glycan"
"3540",1063.363,1972.83,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H5N5F1","H3N6F3","no glycan",31969.1292,1.33792349135697e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H5N5F1 _ H3N6F3 _ no glycan"
"3541",1143.333,1972.83,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H5N5F1","H3N6F3","no glycan",32049.0992,6.0719948680395e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N5F1 _ H3N6F3 _ no glycan"
"3542",1167.423,1972.83,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H5N5F1","H3N6F3","no glycan",32073.1892,1.2427290584329e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H5N5F1 _ H3N6F3 _ no glycan"
"3543",1209.433,1972.83,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H5N5F1","H3N6F3","no glycan",32115.1992,2.07014587008013e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N5F1 _ H3N6F3 _ no glycan"
"3544",1312.453,1972.83,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(2)","H5N5F1","H3N6F3","no glycan",32218.2192,3.55304971308594e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H5N5F1 _ H3N6F3 _ no glycan"
"3545",656,1997.8832,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H3N6F2","H3N6F3","no glycan",31586.8194,6.85969265958023e-06,"Hex(1)HexNAc(1)NeuAc(1) _ H3N6F2 _ H3N6F3 _ no glycan"
"3546",947.323,1997.8832,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H3N6F2","H3N6F3","no glycan",31878.1424,0.000432313285211827,"Hex(1)HexNAc(1)NeuAc(2) _ H3N6F2 _ H3N6F3 _ no glycan"
"3547",1021.74,1997.8832,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1)","H3N6F2","H3N6F3","no glycan",31952.5594,2.29404026737901e-05,"Hex(2)HexNAc(2)NeuAc(1) _ H3N6F2 _ H3N6F3 _ no glycan"
"3548",1063.363,1997.8832,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H3N6F2","H3N6F3","no glycan",31994.1824,1.71850912939205e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N6F2 _ H3N6F3 _ no glycan"
"3549",1143.333,1997.8832,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H3N6F2","H3N6F3","no glycan",32074.1524,7.79923417277337e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N6F2 _ H3N6F3 _ no glycan"
"3550",1167.423,1997.8832,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H3N6F2","H3N6F3","no glycan",32098.2424,1.59623569365067e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H3N6F2 _ H3N6F3 _ no glycan"
"3551",1209.433,1997.8832,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H3N6F2","H3N6F3","no glycan",32140.2524,2.65901944310562e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H3N6F2 _ H3N6F3 _ no glycan"
"3552",1312.453,1997.8832,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(2)","H3N6F2","H3N6F3","no glycan",32243.2724,4.56375002649001e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H3N6F2 _ H3N6F3 _ no glycan"
"3553",656,2061.921,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H5N4F3","H3N6F3","no glycan",31650.8572,2.02578551433796e-05,"Hex(1)HexNAc(1)NeuAc(1) _ H5N4F3 _ H3N6F3 _ no glycan"
"3554",947.323,2061.921,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H5N4F3","H3N6F3","no glycan",31942.1802,0.00127669566888667,"Hex(1)HexNAc(1)NeuAc(2) _ H5N4F3 _ H3N6F3 _ no glycan"
"3555",1021.74,2061.921,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1)","H5N4F3","H3N6F3","no glycan",32016.5972,6.77469643843891e-05,"Hex(2)HexNAc(2)NeuAc(1) _ H5N4F3 _ H3N6F3 _ no glycan"
"3556",1063.363,2061.921,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H5N4F3","H3N6F3","no glycan",32058.2202,5.07505375728157e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H5N4F3 _ H3N6F3 _ no glycan"
"3557",1143.333,2061.921,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H5N4F3","H3N6F3","no glycan",32138.1902,2.30324832236736e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N4F3 _ H3N6F3 _ no glycan"
"3558",1167.423,2061.921,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H5N4F3","H3N6F3","no glycan",32162.2802,4.71395921966073e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H5N4F3 _ H3N6F3 _ no glycan"
"3559",1209.433,2061.921,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H5N4F3","H3N6F3","no glycan",32204.2902,7.85254287254901e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N4F3 _ H3N6F3 _ no glycan"
"3560",1312.453,2061.921,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(2)","H5N4F3","H3N6F3","no glycan",32307.3102,0.000134775406909975,"Hex(2)HexNAc(2)NeuAc(2) _ H5N4F3 _ H3N6F3 _ no glycan"
"3561",656,2102.9736,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H4N5F3","H3N6F3","no glycan",31691.9098,6.06444334231382e-05,"Hex(1)HexNAc(1)NeuAc(1) _ H4N5F3 _ H3N6F3 _ no glycan"
"3562",947.323,2102.9736,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H4N5F3","H3N6F3","no glycan",31983.2328,0.00382194881666479,"Hex(1)HexNAc(1)NeuAc(2) _ H4N5F3 _ H3N6F3 _ no glycan"
"3563",1021.74,2102.9736,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1)","H4N5F3","H3N6F3","no glycan",32057.6498,0.000202809045782494,"Hex(2)HexNAc(2)NeuAc(1) _ H4N5F3 _ H3N6F3 _ no glycan"
"3564",1063.363,2102.9736,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H4N5F3","H3N6F3","no glycan",32099.2728,0.000151928107652054,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N5F3 _ H3N6F3 _ no glycan"
"3565",1143.333,2102.9736,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H4N5F3","H3N6F3","no glycan",32179.2428,6.89506310288779e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N5F3 _ H3N6F3 _ no glycan"
"3566",1167.423,2102.9736,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H4N5F3","H3N6F3","no glycan",32203.3328,0.00014111828919338,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H4N5F3 _ H3N6F3 _ no glycan"
"3567",1209.433,2102.9736,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H4N5F3","H3N6F3","no glycan",32245.3428,0.000235075732384367,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H4N5F3 _ H3N6F3 _ no glycan"
"3568",1312.453,2102.9736,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(2)","H4N5F3","H3N6F3","no glycan",32348.3628,0.000403467106146203,"Hex(2)HexNAc(2)NeuAc(2) _ H4N5F3 _ H3N6F3 _ no glycan"
"3569",656,2118.973,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H5N5F2","H3N6F3","no glycan",31707.9092,1.65851493004543e-05,"Hex(1)HexNAc(1)NeuAc(1) _ H5N5F2 _ H3N6F3 _ no glycan"
"3570",947.323,2118.973,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H5N5F2","H3N6F3","no glycan",31999.2322,0.00104523347263882,"Hex(1)HexNAc(1)NeuAc(2) _ H5N5F2 _ H3N6F3 _ no glycan"
"3571",1021.74,2118.973,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1)","H5N5F2","H3N6F3","no glycan",32073.6492,5.54645845285774e-05,"Hex(2)HexNAc(2)NeuAc(1) _ H5N5F2 _ H3N6F3 _ no glycan"
"3572",1063.363,2118.973,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H5N5F2","H3N6F3","no glycan",32115.2722,4.1549573573614e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H5N5F2 _ H3N6F3 _ no glycan"
"3573",1143.333,2118.973,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H5N5F2","H3N6F3","no glycan",32195.2422,1.88567432396551e-05,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N5F2 _ H3N6F3 _ no glycan"
"3574",1167.423,2118.973,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H5N5F2","H3N6F3","no glycan",32219.3322,3.85932848768921e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H5N5F2 _ H3N6F3 _ no glycan"
"3575",1209.433,2118.973,2144.0262,0,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H5N5F2","H3N6F3","no glycan",32261.3422,6.42889363200948e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N5F2 _ H3N6F3 _ no glycan"
"3576",1312.453,2118.973,2144.0262,0,"Hex(2)HexNAc(2)NeuAc(2)","H5N5F2","H3N6F3","no glycan",32364.3622,0.000110340913675746,"Hex(2)HexNAc(2)NeuAc(2) _ H5N5F2 _ H3N6F3 _ no glycan"
"3577",656,2144.0262,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(1)","H3N6F3","H3N6F3","no glycan",31732.9624,5.87083841382981e-05,"Hex(1)HexNAc(1)NeuAc(1) _ H3N6F3 _ H3N6F3 _ no glycan"
"3578",947.323,2144.0262,2144.0262,0,"Hex(1)HexNAc(1)NeuAc(2)","H3N6F3","H3N6F3","no glycan",32024.2854,0.00369993462912065,"Hex(1)HexNAc(1)NeuAc(2) _ H3N6F3 _ H3N6F3 _ no glycan"
