"Mass","ReconstMass","ReconstAbund","ReconstAnnotation","Methods","Abundance_C2","Abundance_CE","Abundance_HILIC","Mass_original_C2","Mass_original_CE","Mass_original_HILIC","RT_C2","RT_CE","RT_HILIC"
33066,33064,5.573003e-05,"Hex(1)HexNAc(1)NeuAc(2) _ H6N5F1S2 _ H6N5F1S1 _ extra modification","CE",NA,297243.666666667,NA,NA,33066,NA,NA,4,NA
33071,33069,1.682524e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N4F3 _ H6N5F1S3 _ no glycan","C2 & HILIC",3139623.33333333,NA,743834.666666667,33072,NA,33070,4,NA,15
33075,33074,0.000147228,"Hex(1)HexNAc(1)NeuAc(2) _ H3N6F3 _ H6N5F1S3 _ extra modification","CE",NA,205982,NA,NA,33075,NA,NA,14,NA
33078,33076,8.783389e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N5S2 _ H6N6F2 _ extra modification","HILIC",NA,NA,646092,NA,NA,33078,NA,NA,11
33085,33083,2.46073730130872e-05,"Hex(1)HexNAc(1)NeuAc(2) _ H6N5F1S2 _ H6N6F1S1 _ no glycan","CE",NA,226093.333333333,NA,NA,33086,NA,NA,10,NA
33109,33107,2.59884742191157e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H3N6F3 _ H6N5S3 _ no glycan","CE & HILIC",NA,255283.333333333,612858.333333333,NA,33110,33109,NA,13,13
33142,33141,5.02409402871582e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H5N6F2 _ no glycan","HILIC",NA,NA,447443.666666667,NA,NA,33142,NA,NA,15
33147,33147,7.348154e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H3N6F3 _ H6N5F1S2 _ extra modification","HILIC",NA,NA,428348.333333333,NA,NA,33147,NA,NA,13
33151,33149,4.957248e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N4F2S1 _ H5N6F3S1 _ extra modification","C2",1837393,NA,NA,33151,NA,NA,9,NA,NA
33164,33163,4.131766e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H4N5F2S1 _ H6N6F1S1 _ extra modification","CE",NA,303683,NA,NA,33164,NA,NA,6,NA
33179,33178,7.836341e-05,"Hex(1)HexNAc(1)NeuAc(2) _ H4N5F2S1 _ H6N5F1S3 _ extra modification","HILIC",NA,NA,852057.333333333,NA,NA,33179,NA,NA,14
33183,33182,3.02127078842927e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H5N6S1 _ H5N6F3S1 _ no glycan","CE",NA,218709.233333333,NA,NA,33183,NA,NA,11,NA
33192,33193,0.0001165871,"Hex(1)HexNAc(1)NeuAc(2) _ H5N5S2 _ H6N5S3 _ extra modification","CE",NA,324391,NA,NA,33192,NA,NA,7,NA
33203,33205,3.618738e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H3N6F3 _ H6N6F2S1 _ extra modification","HILIC",NA,NA,281838.333333333,NA,NA,33203,NA,NA,17
33216,33214,1.200953e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N4F2S1 _ H6N5F1S3 _ no glycan","C2 & HILIC",2644620,NA,801020.666666667,33217,NA,33215,10,NA,14
33221,33220,1.304615e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H5N6S1 _ H5N6F2S1 _ extra modification","CE & HILIC",NA,213223.666666667,496562,NA,33222,33221,NA,11,7
33226,33228,1.0089750863579e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H5N5S2 _ H6N5F1S2 _ no glycan","HILIC",NA,NA,576700.333333333,NA,NA,33226,NA,NA,13
33247,33245,3.16786913802855e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N5F1S1 _ no glycan","CE",NA,297459,NA,NA,33247,NA,NA,10,NA
33251,33251,4.985594e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H4N5F3 _ H6N5S3 _ extra modification","HILIC",NA,NA,349333.666666667,NA,NA,33251,NA,NA,17
33254,33252,4.728551e-05,"Hex(1)HexNAc(1)NeuAc(2) _ H6N5F1S2 _ H5N6F2S1 _ extra modification","HILIC",NA,NA,296314,NA,NA,33254,NA,NA,13
33258,33260,1.005409e-06,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N5F1S2 _ H6N5F1S1 _ extra modification","CE & HILIC",NA,210057.333333333,607812.333333333,NA,33259,33257,NA,8,14
33288,33286,4.96888974494381e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H5N5S2 _ H6N6F2S1 _ no glycan","HILIC",NA,NA,512918.333333333,NA,NA,33288,NA,NA,14
33291,33292,4.826431e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H3N6F3 _ H6N5S3 _ extra modification","HILIC",NA,NA,410860.666666667,NA,NA,33291,NA,NA,15
33302,33303,1.97829363696215e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N6F2 _ no glycan","CE",NA,224719.666666667,NA,NA,33302,NA,NA,6,NA
33327,33326,9.33046e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H5N6F2 _ extra modification","HILIC",NA,NA,670218,NA,NA,33326,NA,NA,14
33330,33328,2.540051e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N5F3 _ H6N5F1S2 _ extra modification","CE & HILIC",NA,137952.466666667,449472,NA,33331,33330,NA,6,12
33363,0,0,"","HILIC",NA,NA,795469.666666667,NA,NA,33363,NA,NA,14
33373,33373,6.62717283530926e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H5N5S2 _ H6N5S3 _ no glycan","HILIC",NA,NA,456177.333333333,NA,NA,33373,NA,NA,12
33396,33397,2.568911e-05,"Hex(2)HexNAc(2)NeuAc(2) _ H4N5F2S1 _ H6N5S3 _ extra modification","HILIC",NA,NA,411373.333333333,NA,NA,33396,NA,NA,18
33400,33398,2.03367e-05,"Hex(1)HexNAc(1)NeuAc(2) _ H6N5F1S2 _ H5N6F3S1 _ extra modification","CE & HILIC",NA,121095,361954.333333333,NA,33400,33400,NA,13,12
33403,0,0,"","CE & HILIC",NA,168234.333333333,462629.666666667,NA,33404,33403,NA,15,14
33417,33416,1.243413e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H5N5S2 _ H6N5F1S3 _ no glycan","HILIC",NA,NA,327072.666666667,NA,NA,33417,NA,NA,11
33433,33431,4.359561e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F3 _ H6N5F1S2 _ extra modification","CE & HILIC",NA,172747.666666667,470740.666666667,NA,33433,33434,NA,14,13
33450,33448,2.59769715809913e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N6F1S1 _ no glycan","CE",NA,144411,NA,NA,33450,NA,NA,14,NA
33471,33471,9.227938e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H5N5S2 _ H6N6F2S1 _ extra modification","HILIC",NA,NA,476687,NA,NA,33471,NA,NA,14
33475,33473,3.036984e-06,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N5F1S2 _ H6N5F2S1 _ extra modification","HILIC",NA,NA,523403.666666667,NA,NA,33475,NA,NA,13
33489,33488,3.673974e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N6F2 _ extra modification","CE",NA,178643.333333333,NA,NA,33489,NA,NA,10,NA
33501,33501,2.841345e-05,"Hex(1)HexNAc(1)NeuAc(2) _ H6N5F1S2 _ H6N5S3 _ extra modification","CE",NA,103469.7,NA,NA,33501,NA,NA,18,NA
33507,33505,2.960614e-07,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N6F1S2 _ H6N6F2S1 _ extra modification","CE & HILIC",NA,125764.433333333,610054.666666667,NA,33508,33506,NA,20,14
33512,33512,3.845251e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H5N6F1S2 _ H5N6F2S1 _ extra modification","HILIC",NA,NA,296327.333333333,NA,NA,33512,NA,NA,12
33535,33536,2.45897470864154e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N5F1S2 _ no glycan","CE",NA,165931.666666667,NA,NA,33535,NA,NA,8,NA
33543,33543,8.272496e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H4N5F2S1 _ H6N5F1S3 _ extra modification","HILIC",NA,NA,571437.333333333,NA,NA,33543,NA,NA,16
33549,0,0,"","HILIC",NA,NA,434975,NA,NA,33549,NA,NA,15
33579,33578,1.15600187807787e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H5N6F3S1 _ no glycan","C2 & CE & HILIC",1286402,119426.593333333,230953,33579,33579,33578,2,1,18
33583,0,0,"","HILIC",NA,NA,544225,NA,NA,33583,NA,NA,16
33592,33594,1.21096887108976e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N6F2S1 _ no glycan","C2",1112159.66666667,NA,NA,33592,NA,NA,14,NA,NA
33611,33610,3.843336e-07,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H6N5F1S2 _ H6N6F2S1 _ extra modification","HILIC",NA,NA,246359.666666667,NA,NA,33611,NA,NA,12
33616,33617,4.991733e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H5N6F2S1 _ extra modification","C2 & HILIC",1863020,NA,470054,33616,NA,33617,11,NA,14
33653,0,0,"","HILIC",NA,NA,510083.333333333,NA,NA,33652,NA,NA,14
33659,33658,1.653778e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H5N6F1S2 _ H5N6F3S1 _ extra modification","C2",993962.333333333,NA,NA,33659,NA,NA,18,NA,NA
33687,0,0,"","HILIC",NA,NA,495050,NA,NA,33687,NA,NA,17
33691,0,0,"","HILIC",NA,NA,623511.333333333,NA,NA,33691,NA,NA,16
33701,0,0,"","CE",NA,143770.733333333,NA,NA,33701,NA,NA,11,NA
33725,33724,3.030324e-07,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H6N5F1S2 _ H6N5F1S3 _ no glycan","HILIC",NA,NA,487908,NA,NA,33725,NA,NA,16
33728,0,0,"","HILIC",NA,NA,551192.333333333,NA,NA,33728,NA,NA,17
33736,33738,1.271564e-07,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N6F1S2 _ H6N5F1S3 _ extra modification","HILIC",NA,NA,321356,NA,NA,33736,NA,NA,4
33766,0,0,"","HILIC",NA,NA,431512.666666667,NA,NA,33766,NA,NA,15
33780,33779,2.248942e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N6F2S1 _ extra modification","CE",NA,90357.9666666667,NA,NA,33780,NA,NA,2,NA
33800,0,0,"","HILIC",NA,NA,408892.666666667,NA,NA,33800,NA,NA,17
33832,0,0,"","CE & HILIC",NA,159726.7,604382,NA,33831,33833,NA,15,16
33838,0,0,"","HILIC",NA,NA,523887,NA,NA,33838,NA,NA,14
33866,33866,2.999489e-06,"Hex(2)HexNAc(2)NeuAc(2) _ H6N5F1S2 _ H6N5S3 _ extra modification","CE",NA,106185.233333333,NA,NA,33866,NA,NA,17,NA
33873,0,0,"","HILIC",NA,NA,641999.666666667,NA,NA,33873,NA,NA,17
33916,0,0,"","HILIC",NA,NA,302900.333333333,NA,NA,33916,NA,NA,16
33942,0,0,"","HILIC",NA,NA,272849,NA,NA,33942,NA,NA,13
33946,0,0,"","HILIC",NA,NA,321289.666666667,NA,NA,33946,NA,NA,18
33974,0,0,"","CE",NA,100016.6,NA,NA,33974,NA,NA,4,NA
33982,0,0,"","HILIC",NA,NA,519794.666666667,NA,NA,33982,NA,NA,16
34019,0,0,"","HILIC",NA,NA,446346.666666667,NA,NA,34019,NA,NA,16
34030,0,0,"","HILIC",NA,NA,332537,NA,NA,34030,NA,NA,17
34049,0,0,"","HILIC",NA,NA,280795.333333333,NA,NA,34049,NA,NA,17
34055,0,0,"","HILIC",NA,NA,358637.333333333,NA,NA,34055,NA,NA,16
34090,0,0,"","HILIC",NA,NA,356401,NA,NA,34090,NA,NA,16
34098,0,0,"","HILIC",NA,NA,317835,NA,NA,34098,NA,NA,17
34125,0,0,"","HILIC",NA,NA,366302.333333333,NA,NA,34125,NA,NA,17
34130,0,0,"","HILIC",NA,NA,354663,NA,NA,34130,NA,NA,18
34141,0,0,"","CE",NA,97490.5666666667,NA,NA,34141,NA,NA,20,NA
34161,0,0,"","HILIC",NA,NA,405836.333333333,NA,NA,34161,NA,NA,17
34169,0,0,"","HILIC",NA,NA,281904.333333333,NA,NA,34169,NA,NA,13
34196,0,0,"","C2",1149487.33333333,NA,NA,34196,NA,NA,18,NA,NA
34206,0,0,"","HILIC",NA,NA,325570,NA,NA,34206,NA,NA,18
34234,0,0,"","HILIC",NA,NA,294202,NA,NA,34234,NA,NA,17
34239,0,0,"","HILIC",NA,NA,365153,NA,NA,34239,NA,NA,14
34291,0,0,"","C2",380502,NA,NA,34291,NA,NA,1,NA,NA
34305,0,0,"","HILIC",NA,NA,297885.666666667,NA,NA,34305,NA,NA,17
34309,0,0,"","HILIC",NA,NA,279068,NA,NA,34309,NA,NA,16
34343,0,0,"","CE",NA,79423.9,NA,NA,34343,NA,NA,20,NA
34349,0,0,"","CE & HILIC",NA,103012.666666667,402976.666666667,NA,34349,34350,NA,14,18
34448,0,0,"","CE",NA,90357.2666666667,NA,NA,34448,NA,NA,20,NA
34478,0,0,"","CE",NA,86845.1666666667,NA,NA,34478,NA,NA,17,NA
34497,0,0,"","HILIC",NA,NA,341139.333333333,NA,NA,34497,NA,NA,18
34503,0,0,"","C2",1354857.6,NA,NA,34503,NA,NA,1,NA,NA
34506,0,0,"","CE",NA,89598.9333333333,NA,NA,34506,NA,NA,20,NA
34531,0,0,"","HILIC",NA,NA,263358,NA,NA,34531,NA,NA,17
34638,0,0,"","HILIC",NA,NA,297740.333333333,NA,NA,34638,NA,NA,18
34643,0,0,"","C2",2038403.33333333,NA,NA,34643,NA,NA,12,NA,NA
34689,0,0,"","C2",3504190,NA,NA,34689,NA,NA,11,NA,NA
34773,0,0,"","C2",6165166.66666667,NA,NA,34773,NA,NA,11,NA,NA
34818,0,0,"","HILIC",NA,NA,188079.666666667,NA,NA,34818,NA,NA,17
34827,0,0,"","C2",5450803.33333333,NA,NA,34827,NA,NA,11,NA,NA
34837,0,0,"","C2",3310943.33333333,NA,NA,34837,NA,NA,12,NA,NA
34876,0,0,"","C2",4107013.33333333,NA,NA,34876,NA,NA,13,NA,NA
34883,0,0,"","C2",3538302,NA,NA,34883,NA,NA,11,NA,NA
34941,0,0,"","C2",3071246.66666667,NA,NA,34941,NA,NA,15,NA,NA
34981,0,0,"","C2",3427330,NA,NA,34981,NA,NA,9,NA,NA
35019,0,0,"","C2",1884472,NA,NA,35019,NA,NA,12,NA,NA
35078,0,0,"","C2",3069276.66666667,NA,NA,35078,NA,NA,6,NA,NA
35082,0,0,"","C2",2152200,NA,NA,35082,NA,NA,15,NA,NA
35153,0,0,"","C2",1757106.33333333,NA,NA,35152,NA,NA,9,NA,NA
35305,0,0,"","C2",1469273.66666667,NA,NA,35305,NA,NA,14,NA,NA
35308,0,0,"","C2",1261392.66666667,NA,NA,35308,NA,NA,15,NA,NA
35329,0,0,"","C2",965334.666666667,NA,NA,35329,NA,NA,16,NA,NA
35358,0,0,"","C2",1544293.33333333,NA,NA,35358,NA,NA,7,NA,NA
35391,0,0,"","C2",1901600,NA,NA,35391,NA,NA,4,NA,NA
35440,0,0,"","CE",NA,118388.866666667,NA,NA,35440,NA,NA,8,NA
35445,0,0,"","C2",2346813.33333333,NA,NA,35445,NA,NA,13,NA,NA
35467,0,0,"","C2",1419037.66666667,NA,NA,35467,NA,NA,9,NA,NA
35540,0,0,"","HILIC",NA,NA,256560.833333333,NA,NA,35540,NA,NA,6
35549,0,0,"","C2",2094766.66666667,NA,NA,35549,NA,NA,14,NA,NA
35817,0,0,"","C2",1921950,NA,NA,35817,NA,NA,6,NA,NA
