,Sample name,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_1,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_2,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3,20210304_CE_45min_SinoN501Y_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32337,,,75473,,,,,,,,319576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501801,,,,,,,,
32336,,,,,,,,,,,,187174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279584,,,,,,,,,,
32335,,,,,,,,,,,,,,,,,,,,,,,,,,,395499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32331,,,,,,,,,,299794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78342.6,,,,,,,,,,,,,,,,
32315,,,,,,,636105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62588.5,,,,,1012790,,,,,,,,,,,,
32312,,,,,,,,,732947,,,,,,,,,,,,,,,,922338,,,,,,,,,,,,,,,,,,,532072,,,,,,,,,,,
32311,,,,,,,,,,,,138096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32310,,,,,,,,624930,,,,,,,,,,,,,,,,,,663857,457629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161214,,,,,,,,,,
32307,,,,,,841955,,,,263538,,,,,,,,,,,,,,1531620,,,,,,,,,,,,,,,,,,1564820,,,,,,,,,,,,,
32306,,,,,1294380,,,,,,210234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507530,,,,,,,,,,,,,,
32305,,,153673,,,,,,,,,,,,,,,,,,,,1410030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32303,,,,,,,,,,,,,,87278.1,,,,,,,,377253,,,,,,,186405,,161694,,,,,,,,,707957,,,,,,,,,,,,,,,
32302,,,,757734,,,,,,,,,,,,,,,,,,,,,,,,,,175104,,,,,,,,,,,,,,,,,,,,,,,,,
32299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89517.4,,,,68705.9,
32296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237178,,,,,,,,
32287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232711,,,,,,,,,,
32286,,,,,,,,,,311675,,,,,,,,,,,,,,,,,444562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32285,,,,,,,,528666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659735,,,,,,,,,,,,,,
32284,,,,,,,607313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32283,,,,391861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648316,,,,,,,,,,,45372.5
32282,,,,,,,,,,,,,,,,,,,,,,,500074,,,,,,,,,,,,,,,,,533137,,,,,,,,,,,,,,,
32271,,,,,,,,,,,264886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035260,,,,,,,,,,,,
32270,,,,,,,,,425788,,,,,,,,,,,,,,,,,672009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144930,,,,,,,,,
32268,,,,,,,,,,325030,,,,,,,,,,,,,,,,,,285940,,,,,,,,,,,,,,,,,,,,,,,,,,,
32267,,,,,,,,528866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32266,,,,,,,,,,,,,,,,,,,,,,,,,846246,,,,,,,,,,,,,,,,,925108,,,,,,,,,,,,,
32265,,,,,,712826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32264,,,,,,,,,,,,,,,,,,,,,,,,1047910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263,,,,,710582,,,,,,,,,,,,,,,,,,689752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32261,,,,,,,,,,,,,,,,,,,,,,334820,,,,,,,,,,,,,,,,,,,1233290,,,,,,,,,,,,,,
32260,,,,545503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413226,,,,,,,,,,,,,,,
32246,,,,,,,,,,,,,,,,,,,,,,,,,,,,296231,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243,,,,,,,,,,,370815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32242,,,,429202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32241,,,,,,,,,,,,,,,,,,,,,,,622798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32240,,,139638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32239,,,,,614408,,,,,,,,,,,,,,,,,271600,,543345,,,,,,,,,,,,,,,,423629,,,,,,,,,,,,,,,
32236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630376,,,,,,,,,,,,,
32235,,,,,,431630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32233,,,,,,,,,,,,,,,,,,,,,,,,,,,463754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32232,,,,,,,500165,,511841,336135,,135231,,,,,,,,,,,,,,559863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32231,,,,,,,,541888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014640,588643,,,,,,,,,,,
32230,,,,,,,,,,,,,,,,,,,,,,,,,728073,,,,,,,,,,,,,,,,,,,,552560,,,,,,,,,,
32227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123119,,,
32226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57879.9
32216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533753,,,,,,,,,,,,,,,
32215,,,,,,,,,,,,,,,,,,,,,,344532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32213,,,,779223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32211,,,,,,,,,,,,,,,,,,,,,,,1599710,,,,,,,,,,,,,,,,,,2253880,,952050,,,,,,,,,,,,
32210,,,,,1741180,1496350,,,431599,,,,,,,,,,,,,,,2619920,1162330,,,,,,,,,,,,,,,,,2782530,,,,,,,,,,,,,
32209,,,,,,,746763,682581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32206,,,,,,,,,,413864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164252,,,,,,,,,
32205,,,,,,,,,,,,,,,,,,,,,,,,,,519539,,,167006,,,,,,,,,,,,,,,,,,,,,,,,,,
32204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163016,,,,,,,,,,,,,,,,,,,,,,,,,
32203,,,127814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543863,,,,,,,,,,
32193,,,,,,,,,,,,,,,,,,,,,,,,,,,411468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32192,,,,,,,,,,,,,,,,,,,,,,,,,,,,233386,,,,,,,,,,,,,,,,626133,,,,,,,,,,,
32191,,,,,,,,,,,235552,,,,,,,,,,,,,,,,,,,,,,,,,,,,95069.9,,,,,,,,,,,,,,,,
32189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667833,,,,,,,,,,,,
32188,,,,,,,,,325630,,,,,,,,,,,,,,,,,586445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32184,,,,,,,,,,,,,,,,,,,,,,,,,545848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32179,,,,,,,,,,,,,,,,,,,,,,412621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32178,,,,645682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32177,,,157874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655348,,,,,,,,,,,,,,,
32174,,,,,,,,,,,,,,,,,,,,,,,986135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169,,,,,,,,,,,,,,,,,,,,,,,,1229660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310220,1323810,,,,,,,,,,,,,
32167,,,,,973232,648212,,,,,,,,,,,,,,,,,,,,478134,,,,,,,,,,,,,,,,,919614,,,,,,,,,,,,
32166,,,,,,,597042,556597,,,,,,,,,,,,,,,,,548022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282131,,,,,,,,,,
32160,,,,,,,,,282537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395771,,,,,,,,,,,,,,,
32158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59539.3,,,,,,,,,,,,,,,,48282.7
32157,,,,,,,,,,,127844,,,,,,,,,,,306193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99220.7,,,,,,,,,,,,,,,,,,
32151,,,,,,,,,,,,156848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146,,,,,,,,,,217254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676432,338935,185975,,,,,,,,,
32142,,,,,,,,,,,,,,,,,,,,,,,,,,610002,389967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206780,,,,,,,,,,,,
32140,,,,,,,,,,,,,,,,,,,,,,,,,1047040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32138,,,,,,,,760973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32137,,,134747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478510,,,,,,,,,,,,,
32133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682579,,,,,,,,,,,,,,,
32130,,,,,,1028460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32129,,,,,,,776150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32128,,,,,,,,,448157,,,,,,,,,,,,,,,1050330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215490,,,,,,,,,,
32126,,,,,,,,,,,,,,,,,,,,,,,1393470,,,,,,,,,,,,,,,,,,,,,391333,,,,,,,,,,,
32125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542180,,,,,,,,,,,,,,
32124,,,,,1195760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51723.6,,,,,,,,,,,,,,,,
32122,,,,847120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32121,,,,,,,,,,,,,,,,,,,,,,385228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32120,,,100970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32119,,,,,,,,,,,130898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32117,,,,,,,,,,,,,,,,,,,,,65004.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32103,,,,,,,,,,,,,,,,,60583.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32100,,,,,,,,,,,,,,,,,,,,,,,,,,490651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32099,,,74995.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198954,,,,,,,,,,
32098,,,,,,,,793381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32097,,,,,,,,,,,,,,,,,,,,,,387957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32095,,,,,,,779621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464047,,,,,,,,,,,
32091,,,,,,804716,,,,,121156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32090,,,,,,,,,,,,,,,,,,,,,,,,,,,340095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448740,,,,,,,,,,,,,
32087,,,,,,,,,,,,,,,,,,,,,,,,,1132840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930664,,,,,,,,,,,,
32084,,,,,,,,,456250,,,,,,,,,,,,,,,1428540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856010,,,,,,,,,,,,,,
32082,,,,,1412700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081,,,,1068200,,,,,,,,,,,,,,,,,,,1740230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62283
32080,,,,,,,,,,,,,,,,,,,,80140.2,,,,,,,,,,,,,,,,,,,,809433,,,,,,,,,,,,,,,
32078,,,68334.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32077,,,,,,,,,,,,,,,,,,,,,,373284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85691.9,,,,,,,,,,,,,,,,,,,,
32064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85931.3,,,,,,,,,,,,,,,,,,,
32059,,,,,,,,,,,,,,,,,,,,,,,423932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32058,,,,,,,,,,239791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885134,,,,,,,,,,,,
32056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38245.6,,,,,,,,,,,,,,,,
32043,,,,,,,,532471,,,,,,,,,,,,,,,,,,,319215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32042,,,,,,,597737,,,,,,,,,,,,,,,,,,1081410,505850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32041,,,,,,849811,,,407156,,,,,,,,,,,,,,,,,,,,,,,,,88247.3,,,,,,,,1383840,,,,,,,,,,,,,
32039,,,,,,,,,,,,,,,,,,,,,,,,1176600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32038,,,,,,,,,,280925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32036,,,199818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296890,,,,,,,,,,,,,,,
32033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64437.6,
32029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36815.5,,,,,,,,,,,,,,,,
32026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77476.2,,,115872
32025,,,,1542190,,,,,,,,,,,,,,,,,,608080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32024,,,,,1745620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32023,,,,,,,,,,,,,,,,,,,,,,,2813680,1356410,,,,,,,,,,,,,,,,,2846820,,,,,,,,,,,,,,
32022,,,,,,,,,275605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214990,,,,,,,,,,,,,
32021,,,,,,735104,542471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32020,,,,,,,,472530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173113,,,,,,,,,,
32019,,,,,,,,,,,,,,,,,,,,,,,,,498492,259896,,,,,,,,,,,,,,,,,554918,,,,,,,,,,,,
32001,,,,,,,,,183423,,,,,,,,,,,,51760.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31998,,,,,,,421752,368851,,,,,,,,,,,,,,,,,,374427,,,,,,,,,,,,,,,,,711088,,,,,,,,,,,,
31997,,,,,,,,,,,,,,,,,,,,,,,,,672845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969447,,,,,,,,,,,,,,,
31994,,,,,,599033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31992,,,170656,,,,,,,,,,,,,,,,,,,475534,,,,,,,,,,,,,,,,,,,,1185610,,,,,,,,,,,,,
31986,,,,1180430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115252,,,,,,,,,,,,,,,,
31983,,,,,,,,,,,,,,,,,,,,,,,,1046480,,,,,,,,,,,,,,,,,1846840,,,,,,,,,,,,,,
31982,,,,,1315630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31981,,,,,,,,,,,,,,,,,,,,,,,1768550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31980,,,,,,,,278144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57082.6,,,,,,,,,,,,,,,,,,,
31963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44698.5,,,,,,,,,,,,,,,,,
31959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54374.5,,,,,,,,,,,,,,,,
31958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87161.9
31955,,,,,,,420154,393114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205150,728812,,,,,,,,,,,,
31954,,,,,,706389,,,,,,,,,,,,,,,,,,818165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31952,,,,,,,,,156939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31951,,,222096,780112,,,,,,,,,,,,,,,,,,,,,509881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672068,,,,,,,,,,,,,,,
31949,,,,,,,,,,,,,,,,,,,,,,,1090220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262650,,,,,,,,,,,,,,
31941,,,,,953512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31938,,,,,,,,,,,,,,,,,,,,,,419202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66786.1,,,,,,,,,,,,,,,,,
31915,,,58155.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50530.7
31913,,,,,,,,,,,,,,,,,,,,,,271996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31912,,,,,,,397796,365268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31911,,,,,,520995,,,,,,,,,,,,,,,,,,,527264,,,,,,,,,,,,,,,716332,,776255,341153,,,,,,,,,,,,
31902,,,,,,,,,,,,,,,,,,,,,,,,780999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76879.3,,,,,,,,,,,,,,,,,,,
31898,,,,,707742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31897,,,,,,,,,,,,,,,,,,,,,,,948818,,,,,,,,,,,,,,,,,,1014670,,,,,,,,,,,,,,
31896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86741.2,,,,,,,,,,,,,,,,
31895,,,,778017,,,,,,,,,,,,,,,,,,350323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64145.4,
31881,,,,,,,,,,,,,,,,,,,59140.3,,,,,,,,,,,,,,,,,69790.7,,,,,,,,,,,,,,,,,,,
31876,,,,,644935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709413,,,,,,,,,,73228,,,,
31875,,,,662629,,,,,,,,,,,,,,,,,,270842,848728,,,,,,,,,,,,,,,,,569296,,,299566,,,,,,,,,,,,
31874,,,,,,,,,,,,,,,,,,,,,,,,,171132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31873,,,,,,,,,,,,,,,,,,,,,,,,366695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,,,,,,447363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31871,,,91704.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31857,,,,,,,296007,303986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31854,,,,,,,,,,,,,,,,,,,60168.8,,,,,443656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490697,,,,,,,,,,,,,
31852,,,,659853,503332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696757,777905,,,,,,,,,,,,,,
31850,,,97828.4,,,,,,,,,,,,,,,,,,,315128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58486.7,,,,,,,,,,,,,,,,,,
31848,,,,,,,,,,,,,,,,,,,,,,,542068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50448
31837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358858,,,,,,,,,,,,,
31834,,,,467230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480983,,,,,,,,,,,,,,,
31815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82098.8,,,,,,,,,,,,,,,,,
31814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534261,,,,,,,,,,,,,
31812,,,,,,,,,,,,,,,,,,,,,,,639783,,,,,,,,,,,,,,,,,,728096,,,,,,,,,,,,,,
31811,,,,558892,,344363,,,,,,,,,,,,,,,,,,565408,,,,,,,,,,,,,,,,,,,255186,,,,,,,,,,,,
31810,,,,,653232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31808,,,,,,,,,,,,,,,,,,,,,,,,,328547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31802,,,137597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31798,,,,,,,,,,,,,,,,,,,,,,419221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805636,,,,,,,,,,,,,,,
