,Sample name,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_1,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_2,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3,20210308_C2_80min_SinoN501Y_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
31600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747999,,,,,
31595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769413,,,,,,,,,,,,,,,,,,,,,,,,,
31587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684200,,
31580,,,,,,,,,,,,,,,,,,,,,,,,,,,1760960,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31568,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729590,,,,,,,,,,,,,,,,,,,,,,,,,,,
31565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487900,,,,,,,
31563,,,,,,2102900,,,,,,,,,,,,,,,,,,,,,,,,,,991167,,,,,,,,,,,4668990,,,,,,,,,,,,
31561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981740,,,,,,,,,,,,,
31547,,,,,,,,,,,,,,,,,,,,,,,2556870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31521,,,,,,,2838430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860499,,,,,,,,,,,,,,,,,,,,,,,,,
31506,,,,,,,,1581520,,,,,,,,,,,554309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829658,,,,,
31497,,,,,,,,,,,,,,,,,,,,,,1409340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054080,,,,,,
31492,,,,,,,,,,,,,,,,,,,,,1192010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565095,,,
31484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476250,,,,,,,,,,,
31483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386833,,,,,,,,,,,,,,,,
31481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908058,,,,,,,,,,,,,,,
31476,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375320,,,,,,,,,,,,,,,,,,,,,,,,,,,
31462,,,,,,,,,,,,,,,777550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689610,,,,,,,,,,,,,,,,,,,,,,
31439,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574130,,,,,,,,,,,,,,,,,,,,,,,,,,,
31437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134390,,,,,,,,,,,,,,,,,,,,
31428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740466,,,,,,,,,,,,,,,,,,,,,,,,
31411,,,,,,,,,,,,,,,797748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31409,,,,,,,,,,,,,,,,989537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31408,,,,,,,,,,,,1599730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845960,,
31397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456560,,,,,,,,,,
31389,,,,,,,,,,,,,,,,,,,869134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31372,,,,,,,,,,,,,,,,,,,,,576978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859486,,,,,,,,,,,,,,,,,,,
31349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812926,,,,,,,,,,,,,,,,,,,,
31326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923443,
31298,,,,,,,,,,,,,,,,,859367,,,,,,,,,,,,,,,,,,,,,,,,,,,2028130,,,,,,,,,,,
31295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057350,,,,,
31291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851254
31284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792496,,,,,,,,,,,,,,,,,,,,,,
31271,,,,,1061320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744040,,,,,,,,
31257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375930,,,,
31256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880439,,,
31225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056980,,,,,,,,,,,,,,,,,,,,,
31220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319150,,,,,,,,,,,
31189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877482,,,,,,,,,,,,,,,,,,,,
31184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748428,,,,,,,,,,,,,,,,,,,,,,
31183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617027,,,,
31176,,,,,,,,,,,,,,,,,,,,,,,,,,2387930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31173,,,,,,,,,,1566070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31172,,,,,,,,,,,,,,,,624895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962812,,,,,,,,,,,,,,,,,,,,,,,,,
31097,,,,,,,,,,,,,,,,,,,,,,1864560,,,,,,,,,,,,,,,,,,,,,,,,1712400,,,,,,,,,
31082,,,,,,,,,,,,,,,,,,,707536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937830,,,,,,,,,,,,,,,,,,,,,
31061,,,,,,,,,,,,,,,,,723173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890891,,,,,,,,,,,,,,,,,,
31041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272580,,,,,,,,,,,,,,,,,,,
31029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732037,,,,,,,,,,,,,,,,,,,,,
31022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827949,
31017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726000,,,,,,,,,
31011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309720,,,,,,
31007,,,,,,2325080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664850,,,,,,,,,,,,,,,,,,
30994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007910,,,,,,,,,,,,,,,
30990,,,,,,,,,,,,,,,,687803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779626,,,,
30980,,,,,,,,,,,,,,,,,,,,,,,,,,,1614410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941759,,,,,,,,,,,,,,,,,,,,,,,,,
30976,,,,,,,,,,,,,,,,,,,677460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30973,,,,721225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30970,,,,,,,,,,,,,,,,,,860380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30952,,,,,,,,,,,,,,,,,,768041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629862,,,,,,,,,,,,,,,,,,,
30948,,,,,,,,,,,,,,,,,,,,,,1387380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041710,,,,,,,,,,,,,,,
30945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629480,,,,,,,,,,,,,,
30942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754680,,,,,,,,,,,,,,,,,,,,,,
30940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944015,,,,,,
30928,,,,,,,,,,,,2058280,,,,,,,,,,,,,,,3076220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571607,,,,,,,,,,,,,,,,
30909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454200,
30899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639350,,,,,,,,,,,,,,
30892,,,,,,,,,1765940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846375
30881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758680,,,,,,,,,,,,,,,,,,,,
30858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476800,,,,,,,
30845,,,,,,,,,,,,,,,,,,,,,,,2493140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30837,,,,,,,,,,,,,,,,,,,,,,,,,2227420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30823,,,,,,1334920,,1797770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572378,,,
30812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711183,,,,,,,,,,,,,,,,,,,,,,,
30806,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600740,,,,,,,,,,,,,,,,,,,,,,,,,,,
30793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869700
30786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130460,,,,,,
30770,,,,,,,,,,,,,,,,,,,,212388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944866,,,,,,,,,,,,,,,
30768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741340,,,,,,,,,,,,,,
30767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013560,,,,,,,,,,,,,,,,,,,
30766,,,,,,,,,1978490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186340,,,,,,,
30756,,,220385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30755,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358940,,,,,,,,,,,,,,,,,,,,,,,,,,,
30737,,,,,,,,,,,,,,,,,,,,,,,,,1507310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30734,,,,,,,2045990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30727,,129823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841416,,,,,,,,,,,,,,,,,,,,,
30712,,,,,,,,,,,,,,,,,,,,330152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264970,,,,,,,,,
30699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993217,,,,,,,,,,,,,,,
30698,,,,822062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551840,,,,,,,,,,,
30694,,,,,,,,,2428950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30688,,,,,,,,,,,,,,,,,,,,166058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30686,,,,,,,,,,,,,,,,,,,750601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123669,,,,,2143830,,,,,,,,,,,,
30678,,,,,,2278980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30675,,,,,,,,,,,,,,,,,918229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940265,,,,,,,,,,,,,,,,,,,,,,
30660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060160,,,,,,,,,,,,,,,,,,,,,,,,,,
30658,,,,,,,,,,,,,,,,,,,,,653436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30656,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369910,,,,,,,,,,,,,,,,,,,,,,,,,,,
30655,,,,,,,,,1308840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30649,,,,,,,,,,,,,,,,,,,647486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30642,,,155078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30641,,133996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2337920,,,,,,,,,,,,
30634,,,,,,2453780,,,,,,,,,1418320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605163,,,,,,,,,,,,,,,,,,,
30625,,,,,,,,,,,,,864267,,,,,,,,,,,,,,,2222520,,,,,,,,,,,,,,,,,,,,,,,,,,,
30620,,,,,,,,908754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332918,,,,,,,,,,,,,,,,
30611,,,,,,,,,,,,,,,,,,,,,773974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30605,,,,,,,,,3286280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30599,,,,,,2414970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30597,,,,,1188790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022800
30586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848059,,,,,,,,,,,,,,,,,,,,
30567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847478,,,,,,,,,,,,,,,,,,,,
30563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169321,,,,,,,,,,,,,,,,,
30559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551882,,,
30555,,,,,,,,,,,,,,,,,,,,,561925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674435,,,,
30548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652093,,,,,,,,,,,,,,,,,,,,,,
30543,,,,,,,,,,,,,,,,875311,,,,,,,2447210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934290,,,,,,,,,,,,
30536,,89771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700214,,,,,,,,,,,,,,,,,,,,,
30529,,,239818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30528,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410050,,,,,905481,,,,,,,,,,,,,,,,,,,,,,
30524,,,,,,2277000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30522,,,,,,,,,,1799900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484160,,,,,,,,,,,,,,,,,,,,,,,,
30518,,,,,,,,,,,1677060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30511,,,,,,,,,,,,,1404050,,,1182690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390000,,,
30505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618600,,,,,,,,,,,,,,
30504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660709,,,,,,,,,,,,,,,,,,,,
30502,,,,,,,2152620,1171890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297098,,,,,,,,,,,,,,,,
30500,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718480,,,,,,,,,,,,,,,,,,,,,,,,,,,
30499,,,,,,,,,,,,,,,,,,,,,,,1916290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590930,,,,,,,,,,,,,
30490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999829,
30488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696860,,,,,,,,
30485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442080,,,,,,,,,,,,,,,,,,,,,
30483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641835,,,,,,,,,,,,,,,,,,,,
30481,,,,,,,,,,,,,,,,,,843442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30479,,,,,,,,,,,,,,,,,,,548549,,,,,,,1971510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30474,,,,847088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687949,,,,,
30465,,,,,,3004650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30462,,,300836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30460,,,,,,,,,,,,,,,,,,,,,,1764570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844135,,,,,,,,,,,,,,,,,,,,,,,,,,
30457,,,,,1441290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30455,,,,,,,,,,,,,,,,,,,,,,,,,,1755250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30453,,,,,,,,,,,,,,,,,,,,,,,2752060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30452,,,,,,,,,,,,1553480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009180,,,,,,,,,,,,,,
30444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4926770,,,,,,,,,,
30438,,,,,,,,,,,,,,,,,,,,612187,,,,,,,,,,,,,,,,,,,,1267930,,,,,,,,,,,,,,,
30436,,,,,,,,,,,,,,,,1455510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30430,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334430,,,,,,,,,,,,,,,,,,,,,,,,,,,
30419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890814,,,,,
30411,,,,,,,,,,,3026510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30410,,,176125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30409,,,,,,,,,,,,,,,,,,,,,,,,,,4051730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401,,,,,,,2127980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30394,,,,,,1486920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492480,,,,
30388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657624,,,,,,,,,,,,,,,,,,,,,
30384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334470,,,,,
30371,,,206019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30363,,,,,,,,,,,,2884300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688355,,,
30362,,,,,,,,,,,1665020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30361,,,,,914294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667441,,,,,,,,,,,,,,,,
30355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862860,,,,,,,,,,,,,,,
30353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219380,,,,,,,,,
30350,,,,,,,,1221360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30347,,,,,,,1353450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687036,,,,
30338,,,411549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554970,,,1314950,,,,,
30330,,,,,,,,,,,,,,,,,,,640252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30324,,,,,,,,,,,,,,,,,,1190990,,,,,,,,,,,,,,,,,1226690,,,,,,,,,,,,,,,,,,,,
