,Sample name,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_1,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_2,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3,20210315_HILIC_intact_Andrea_SinoN501Y_lowres_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32542,,,,,,,,,,,,,,,,,,,,,,,,,437195,,,,,,,,,,,,,,,,,,304734,,,,,,,,,,,,
32536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956799,,,,,,,,,
32535,,,,,,,,,,1004200,,,,,,,,,,,,,,,,,,1069600,,,,,,,,,,,,,,,,,,,,,,,,,,,
32534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899887,,,,,,,,
32533,,,,,,,,,,,1552690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126070,,,,,,,,,,,,,,,,,,,,,,,,,,
32530,,,,,,,,,,,,,,,,,,,,,,,,,,,799944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32528,,,,,,,,883612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505500,,,,,,,,,,,,,,,,,,,,,,,,,
32522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830761,,,,,,,
32520,,,,,,,,,,,,,1247480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722056,,,,,,
32519,,,,,,,,,,,,1402560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32518,,,,,,,,,,,,,,726759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972432,,,,,,,,,,,,,,,,,,,432114,,,,,
32516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517298,,,,,,,,,,,,,,,,,,,,,,,
32512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915085,,,,,,,,,
32508,,,,,,,,,962110,1010360,,,,,,,,,,,,,,,,,,830811,,,,,,,,,,,,,,,,,,,,,,,,,,,
32507,,,,,,,,,,,,,,,,,,,,,,,,,,,1007510,,,,,,,,,,,,,,,,,612279,,,,,,,,,,,
32505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868705,,,,,,,,,,
32504,,,,,,,,904962,,,,,,,,,,,,,,,,,,894508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403901,,,,,,,,,,,,
32498,,,,,,,,,,,,,,,,,,,,,,,,,600155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024880,,,,,,,,
32491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216770,,,,,,,,,,,,,,,,,,,,,,,,,,
32490,,,,,,,,,,,1352450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561194,,,,,,,
32487,,,,,,,,,,,,1003480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787692,,,,,,,,,,,,,,,,,,,,,,,,,
32485,,,,,,,,,,,,,,,,,,,,,110692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394375,,,,,,,,,,,,,,,,,,,,,,,,
32482,,,,,,,,,,,,,484426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32478,,,,,,,,891373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32474,,,,,,,,,,,,,,,,,,,,,,,,,,924104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407976,,,,,,
32472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832256,,1366120,,,,,,,,,
32470,,,,,,,,,,1839340,,,,,,,,,,,,,,,,,,1351000,,,,,,,,,,,,,,,422825,,,,,,,,,,,,
32469,,,,,,,,,,,,,,,,,,,,,,,,,837242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809497,,,,,,,,,,
32467,,,,,,,,,1223390,,,,,,,,,,,,,,,,,,771474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924899,,,,,,,,
32464,,,,,,,,,,,1380070,,,242233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68383.8,,,,,,,,,,,,,,,,
32455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418555,,,,,,
32453,,,,,,,,,,,,1658060,,,,,,,,,,,,,,,,,1062270,,,,,,,,,,,,,,,,,,,,,,,,,,
32452,,,,,,,,,,,,,605718,,,,,,,,72771.9,,,,,,,,,1370260,,,,,,,,,,,,,,,,,,1066830,,,,,,,
32451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489321,,,,,,,,,,,,,,,,,,,,,,,,
32444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294692,,,,,,,,,,,,,,,,,,,,,,,
32436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953388,,,,,,,,,,,
32435,,,,,,,,1352120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32434,,,,,,,,,,,,,,,,,,,,,,,,,,1009350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129142,,,,,,,,,,,,,,,,,,,,,
32432,,,,,,,,,,,,,,,,,,,,,,,,,,,1506760,,,,,,,,,,,,,,,,593442,,1291170,,,,,,,,,,
32431,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059850,,,,,,,,,,,,,,,,,,1256120,,,,,,,,,
32429,,,,,,,,,1872980,1210900,,,,,,,,,,,88215.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32425,,,,,,,,,,,1555260,,,,,,,,,,,,,,,,,,1503620,,,,,,,,,,,,,,,,,,,,,,,,,,
32423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083100,,,,,,,,
32422,,,,,,,,,,,,,,333640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32416,,,,,,203399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173492,,,,,
32415,,,,,,,590438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32414,,,,,,,,,,,,,,,,,,,,,,,,,804046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32413,,,,,,,,,,,,,990527,,,,,,,,,,,,,,,,,1651200,1026700,,,,,,,,,,,,,,,,,,,,,,,,
32412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773762,,,,,,
32411,,,,,,,,,,,,1829550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200810,,,,,,,
32408,,,,,,,,,,1267970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32406,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014630,,,,,,,,,,,,,,,,,,1036540,,,,,,,,,
32401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109035,
32400,,,,,,,,1100300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32397,,,,,,,,,,,,,,,,,,,,,,,,,,,1247800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32394,,,,,,,,,1531660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994446,,,,,,,,,,
32392,,,,,,,,,,,,,,,,,,,,,,,,,549909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32391,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177300,,,,,,,,,,,,,,,,,,,,,,,,,,,
32387,,,,,,,,,,1592870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869346,,,,,,,,
32385,,,,,,,,,,,888976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32382,,,,,,,664990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078730,,,,,,,,,
32381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783651,,,,,,,,,,,,,,,727535,,,,,,,,,,,
32379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185040,,,,,,,,,,,,,,,,,,958741,,,,,,,
32378,,,,,,,,,,,,1077880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288103,,,,,
32376,,,,,,,,1108710,,,,,,396557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32372,,,,,,,,,,,,,1201270,,,,,,,,,,,,,,,,,,929201,,,,,,,,,,,,,,,,,,813033,,,,,,
32361,,,,,,,,,,,,,,,,,,,,,,,,,,1459480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826241,,,,,,,,,,,
32358,,,,,,,2699920,,,,,,,,,,,,,,,,,,1743100,,,,,,,,,,,,,,,,,,1300300,,,,,,,,,,,,
32356,,,,,,,,1792330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207630,,,,,,,,,,
32346,,,,,,,,,1554740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32344,,,,,,,,,,,,,,,,,,,,,,,,,,,1232340,,942847,,,,,,,,,,,,,,,,,,,,,,,,,,
32342,,,,,,,,,,1535430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32341,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326650,,647016,,,,,,,,,,,,,,,,1419560,,,,,,,,,
32340,,,,,,,,,,,1583910,1078640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927122,,,,,,,,
32338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597760,,,,,,,
32335,,,,,,,,,,,,,,,,124394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209133,,,,,,,,,,,,,,,,,,,,,,,,
32327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776843,,,,,,,,,,,,
32321,,,,,,,,,,,,,,,,,,,,,,,,,,2134520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32320,,,,,,,1138810,,,,,,,,,,,,,,,,,,962667,,,,,,,,,,,,,,,,,,,1638510,,,,,,,,,,,
32319,,,,,,,,2590480,,,,,447425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32317,,,,,,,,,,,,,,226733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417480,,,,,,,,,,
32315,,,,,,,,,2916980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32312,,,,,,,,,,,,,,,,,,,,,,,,457145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32310,,,,,,,,,,,,,,,,,,,,,,,,,,,2518370,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586957,,,,,,,,,,,,,,,,,,,,,,,,,
32307,,,,,,,,,,,,863474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562090,,,,,,,
32306,,,,,,,,,,,1583100,,,,,,,,,,,,,,,,,,1386000,,,,,,,,,,,,,,,,,,1200550,,,,,,,,
32302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608500,,,,,,,,,
32290,,,119999,,,,1228780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32288,,,,,,,,,,1967450,,,,,,,,,,,,,,,,,,1314480,,,,,,,,,,,,,,,,,,,,,,,151132,,,,
32287,,,,,,,,,,,,,,,,,,,,,,,,,936091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32286,,,,,,,,2058640,,,,,,,,,,,,,,,,,,2134910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32285,,,,,,,,,,,,,304751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371680,,,,,,,,,,,
32282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152445,,,,,
32278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613105,,,,,,,,,,,,
32275,,,,,,344611,,,2598040,,,,,,,,,,,,,,,,,,2091590,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205812,,,,,,
32272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879110,,,,,,,,,,
32270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137430,,,,,,,,,
32269,,,,,,,,,,,,,326055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945612,,,,,,,
32267,,,,,,,,,,,,1536950,,,,,,,,,,,,,,,,,,1169150,,,,,,,,,,,,,,,,,,,,,,,,,
32266,,,,,,,,,,1244540,,,,,,,,,,,,,,,,,,,947897,,,,,,,,,,,,,,,,,,,,,,,,,,
32265,,,,,,,,,,,,,,,,,,,,,,,,,727855,,,1107940,,,,,,,,,,,,,,,,,,,683389,,,,,,,,
32264,,,,,,,,,,,1183580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32257,,,,,,,,,,,,,,,,,,,,,,,,,,2209250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750820,,,,,,,,,,,
32252,,,,,,452180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32251,,,,,,,,2496780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32246,,,,,,,,,,,,,,,,,,,,,,,,,,,2056510,,,,,,,,,,,,,,,,,,1850300,,,,,,,,,,
32245,,,,,,,,,2370730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490328,,,,,,,,,,,,,,,,,,,,,,,,,,
32242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664578,,,,,,,,132927
32241,,,,,,,1117620,,,,738792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32236,,,,,,,,,,,,,,227877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32234,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632660,,,,,,,,,,,,,,,,,,,,,,,,,,,
32232,,,,,,,,,,2537490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611350,,,,,,,,,
32231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487760,,,,,,,,,,,,,,,,,,,,,,,,,
32229,,,,,,,,,,,,836453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32228,,,,,,,,,,,,,853714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551418,,,,,,,,,,,,,,,,,,,,,,,,
32226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443018,485439,,,,,,
32223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531651,,,,,,,,,,,,,,,,,,,,,,,,,,
32217,,,,,,515049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32214,,,,,212343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32213,,,,,,,1196170,,,,,,,,,,,,,,,,,,1228160,,,,,,,,,,,,,,,,,,929333,,,,,,,,,,,,
32210,,,,,,,,13971800,,,,,,,,,,,,,,,,,,14623000,,,,,,,,,,,,71459,,,,,,,12013000,,,,,,,,,,
32209,,,,,,,,,15097600,,,,,,,,,,,,,,,,,,9285860,,,,,,,,,,,,,,,,,6443960,,,,,,,,,,,
32203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432840,,,,,,,,,
32202,,,,,,,,,,,,,,,136194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200,,,,,,,,,,,,,,,,,136456,,,,,,,,,,,,,,,,,,,,,,,64261.6,,,,,,,,,,,,,,,
32199,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585660,,,,,,,,,,,,,,,,,,,,,,,,,,,
32198,,,,,,,,,,1837730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441830,,,,,,,,
32192,,,,,,,,,,,2518350,,,,,,,,,,,,,,,,,,1266640,,,,,,,,,,,,,,,,,,,,,,,,,,
32182,,,,,,,,1835350,,,,,,,,,,,,,65140.6,,,,,1328660,,,,,,,,,,,,,,,,,,1562540,,,,,,,,,,,
32178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992783,,,,,,,,,,,,
32176,,,,,,,,,,,,,,,,,,,,,,,,,1347210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32172,,,,,,,1300870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296020,,,,,,,,,,
32167,,,,,,,,,7899550,,,,,,,,,,,,,,,,,,6516050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329879,,,,,,,
32165,,,,,,,,,,,,,,,,,,,,,,,,,,1828950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32161,,,,,,,,,,2260420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32160,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049890,,,,,,,,,,,,,,,,,,1951760,,,,,,,,,
32159,,,,,,,,,,,1309030,,,,,,,,,,,,,,,,,,852507,,,,,,,,,,,,,,,,,,,,,,,,,,
32158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992486,,,,,,,,
32154,,,,,,,,,,,,723020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940147,,,,,,,,,,,,
32141,,,,,,,,8577630,,,,,,,,,,,,,,,,,,7257640,,,,,,,,,,,,,,,,,,5355640,,,,,,,,,,,
32140,,,,,,,1641580,,,,,,,,,,,,,,,,,,1629790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184203,,,,,,
32128,,,,,,375012,,,4118360,,,,,,,,,,,,,,,360428,,,,,,,,,,,,,,,,,,,,,3064640,,,,,,,,,,
32127,,,,,,,,,,,,,,,,,,,,,,,,,,,3841770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454486,,,,,,,,,,,,255064,,,,,,,,,,,,,
32125,,,,,,,,,,2255580,,,,,,,,,,,,,,,,,,1611370,,,,,,,,,,,,,,,,,,2092380,,240498,,,,,,,
32121,,,,,,,,,,,,390487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32120,,,,,,,,,,,776682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581145,,,,,,,,,,,,,,,,,,798208,,,,,,,,
32117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860312,,,,,,,,,,,,
32100,,,,,,,1024440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854121,,4018950,,,,,,,,,,
32099,,,,,,,,,4599270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32098,,,,,,,,,,,,,,,,,,,,,,,,377446,953596,,3990980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121757,,,
32090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287203,,,,,,
32088,,,,,,,,,,,566910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32086,,,,,,,,,,3600090,,,,143094,,,,,,,,,,,,,,2828720,,,,,,,,,,,,,,,,,,2511380,,,,,,,,,
32084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488035,,,,,,,,,,,,,,,,,,587391,,,,,,,,
32082,,,,,,,,7604220,,,,,254210,,,,,,,,,,,,,6628700,,,,,,,,,,,,,,,,,,4839440,,,,,,,,,,,
32078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314836,,,,,,,,,,,,,,,,,,,,,,,,,
32075,,,,,,,,,,,,,,,,,,,,,,,,384560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32067,,,,,,,,,,,,,,,,164331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507280,,,,,,,,,,,
32064,,,,,,,5117370,,,,,,,,,,,,,,,,,,5257220,,,,,,,,,,,,,,,,,,2958370,,,,,,,,,,,,
32060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165075,,,,,,,,,,,,,,,,,,,,
32058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847760,,,,,,,,,,
32057,,,,,,,,,2977360,,,,,,145466,,,,,,,,,,,,3153820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32047,,,,,,,,,,,,211450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
