,Sample name,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_1_redo,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_2,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3,20210304_CE_45min_RayWT_unreduced_AA_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Name,
32909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32907,,,,,,,2702210,2464870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106700,,,,,,,,,,,,,
32906,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32905,,,,,,1597090,,,1114680,,,,,,,,,,,,,,,,,,1894060,,,,,,,,,,,,,,,,,,,,,,1671440,,,,,,,,,,,,,,
32904,,,,,833057,,,,,,,,,,,,,,,,,,,,,1248570,,,,,,,,,,,,,,,,,,,,,,2094630,,,,,,,,,,,,,,,
32893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44109.3
32890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222190,694693,,,,,,,,,,,,
32888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841355,,,,,,,,,,,,,,,,
32884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123579,,,,,,,
32882,,,,,,,,,,,780974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32881,,,,,,,,,1292860,1095320,,252218,,,,,,,,,,,,,,,,,,,860665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065370,,,,,,,,,,,
32879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935808,,,144610,,,,,,,,,,,,,,,,,,594617,,,,,,,,,,
32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32876,,,,,916541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32873,,,,,,,,,,,,,,,,,95938.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32872,,,,,,,,,,,,,,,158467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32868,,,,,,,,,,,,,,,,,,,,,,,,287847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841450,,,,,,,,,,,,,,,,
32859,,,,,,,,,,,,,,153942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32858,,,,,,,,,,437109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106820,,,,,,,,,,,,,,,,,,,,,,
32851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429090,,,,,,,,,,,,,
32850,,,,,,,,1814930,,,,,,,,,,,,,,,,,,1816610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32849,,,,,,,2307400,,,,,,,,,,,,,,,,,,,,1712770,2201520,1437730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32848,,,,,1411700,2963130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367540,,,,,,,,,,,,,,
32847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855630,,,,,,,,,,,,,,,
32834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161490,,,,,,,,,,,,,
32832,,,,,,,,1459050,,,,,,,,,,,,,,,,,,,,,,1265130,705532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32830,,,,,,,,,958705,,334870,,,,,,,,,,,,,,,,,,,,,,285450,,,,,,,,,,,,,,,,,,667770,,,,,,,,,,,,
32822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76410.4,,,,,,,,,,,,,,,,,,,,,
32813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32808,,,,,,,2020760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32806,,,,,,1896930,,,,,,,,,,,,,,,,,,,,,,2071590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612110,2060100,,,,,,,,,,,,,,
32804,,,,,,,,,,,,,,,,,149549,,,,,,,,,1807740,2051240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32803,,,,,,,,,,,,,,,,,,,108628,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850030,,,,,,,,,,,,,,,,
32797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275171,,,,,,,,,
32796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32792,,,,,,,,1853640,,911811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32791,,,,,,,,,,,447817,319672,,,,,,,,,,,,,,,,,,,,805202,,,,,,,,,,,,,,,,,,,1679410,,595237,,,,,,,,,,
32790,,,,,,,,,2254700,,,,,,,,,,,,,,,,,,,,,,1500550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32789,,,,,,1364540,,,,,,,,,,,,,,,,,,,,,,,,1759150,,,,,,,,,,,,,,,,,,,,1888770,,,,,,,,,,,,,
32788,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389380,,,,,538791,,,,,,,,,,,,,,,,,,,1345920,,,,,,,,,,,
32785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59818.8
32784,,,,,,,1564610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186790,,,,,,,,,,,,,,,
32781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408160,,,,,,,,,,,,,,,,
32779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394960,,,,,,,,,,,,,,,,,,,,1680370,,,,,,,,,,,,,,
32775,,,,,,,,2047300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59967.3,,,,,,,,,,,,,,,,,,,,
32765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224510,,,,,,,,,,,,,,,
32764,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32760,,,,,,,,,,,,,,,,,,,,,,,,,,,1265390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32752,,,,,,,,,,,,,,,,,,,,,,90440.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32750,,139488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2238510,,,,,,,,,,,,,,,,
32743,,,,,1415230,2783450,2823000,,,,,,,,,,,,,,,,,,,,2377430,,,,,,,,,,,,,,,,,,,,,2462760,2308880,,,,,,,,,,,,,,
32742,,,,,,,,,,,,,,,,,,,,,,,,,,1719200,,2511740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122212,,,,,,
32741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32740,,,,,,,,,,,,,278862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358990,,354407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32738,,,,,,,,,,543849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538820,,,,,,,,,,,,,
32736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507580,,,,,,,,,,,,
32735,,,,,,,,,1699750,,,,,,,,,,,,,,,,,,,,,,,,,,,,207004,,,,,,,,,,,,,,,,,,,,,,,,,,
32734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32733,,,,,,,,2294670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675395,,,,,,,,,,,
32732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192482,,
32728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105955,,,,,,,,,,,,,,,,,,,,,,,
32726,,,,,,,,,,,,,,,,,,,,,,,,,,,1657760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446980,,,,,,,,,,,,,,,,,,
32722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820580,,,,,,,,,,,,,,,,
32712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164958,,,,,,,,,,,,,,,,,,,,,,,,
32710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509330,,,,,,,,,,,
32706,,,,,,,,1562400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755520,,,,,,,,,,,,,
32704,,,,,,,2701360,,,,,,,,,,,,,,,,,,,,2299770,2480180,1176010,1290480,511419,,,,,,,,,,,,,,,,,,2773290,,,,,,,161960,,,,,,,
32703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848260,2546210,,,883838,,,,,,126815,,,,,,
32702,,,,1079170,,3142790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32701,,,,,,,,,,,,,,,,,,,,,,,,,,2581190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32697,,,,,,,,,820297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32688,,,348082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32687,,,,,,,2154360,,,,,,,,,,,,,,,,,,,,,1941990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32685,,,,,,,,1042810,,,,,,,,,,,,,,,,,,,1882980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119270,,,
32681,,,,,,,,,,,,,,,,,108476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155300,,,,,,,,,,,,,,,,
32672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116828,,
32667,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32665,,,,,,,1908950,1378500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846920,,,,,,,,,,,,,,
32664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32661,,,,1302780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32660,,,,,,,,,646843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428230,,2095800,,,,,,,,,,,,,,,
32659,,,,,,,,,,,,,,,,,,,,,,,,,,,1873300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32658,,,,,2621670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32657,,,,,,,,,,,,,,,,,,,,,,,,,,2349090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32656,,,,,,,,,,,,,,,,,,,,,,48604.2,,,,,,,,,,,,,,,,,,,,,,,,,2432770,,,,,,,,,,,,,,,,
32655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352026,,,,,,,,,,,,,,,,,,
32646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138115,,,,,,
32644,,,,,,2244010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32643,,,,1167310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32639,,,,,,,,,,,,,,,,,,,,,,,,,,1738490,,,,,,,,154242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32638,,,,,,,,,,,,,,,,,,,,,,,,,999289,,,,,,,,,,,,,,,,,,,,,1070060,,1966580,,,,,,,,,,,,,,,
32637,,,,,,,,,,,,,,,,,,,,,,,,,,,2385660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32635,,,,,,,2192670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32634,,,,,,,,,,,,,,,,,149809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349077,,,,,,,,,,
32633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32632,,,,,,,,,1343460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32630,,,,,,,,,,858488,,,,,,,,,,,,,,,,,,2190770,,,458052,,,,,,,,,,,,,,,,,,,1798670,,,,,,,,,,,,,
32629,,,,,,,,2361290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2027410,,1135150,658596,,,,,,,,,,,
32628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212225,,,,,,,,,
32624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140542,,,,,,,,,,,,,,,,,,,,,,,,
32622,,,,,,,,,,,,,,,,,,,,,74557.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32615,,,,,,,,,,,,,,,,,,,,,,,,,,,1450880,,,,,,,,,,,,,,,,,,,1527630,,,,,,,,,,,,,,,,,
32604,,,,,,,,,,,,,,,,,,,,123154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600,,,,1638910,,,,,,,,,,,,,,,,,,,,,1416860,1913980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32599,,,,,3060870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375740,,,,,,,,,,,,,,,,
32597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248110,,,,,,,,,,,,,,,
32595,,,,,,,,,,,,,,,,,,,,,106994,,,,,,,,,,,,,,,,,,,,,,,,,1461390,,,,,827624,,,,,,,,,,,,
32593,,,,,,,,,,,,,,,,,,,,,,,,708603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652610,,562388,,,,,,,,,,,
32590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620756,,203311,,,,,,,76353.6,,,,,,,,,,,,,,,,,,,,,,,
32589,,,,,,,,,,,,186704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669950,1422150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32587,,,,,,,,1690880,,,,,,,,,,,,,,,,,,,,,,,,355421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32585,,,,,,,,,1428690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32584,,,,,,,1888130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2121510,,,,,,,,,,,,,,
32583,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32582,,,,,,2108710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150165,,,,,,,,,,,,,,,,,,,,,,,,,,
32579,,,,,,,,,,,,,,,,,,,,,,,,,,,2495140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643823,,,,,,,,,,,,,,,,,,
32573,,,,1059120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32569,,,472551,,,,,,,,,210713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32563,,,,,,,1561840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32561,,,,,,2483260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84958.9,,,,1611400,,,,,,,,,,,,,,,,
32560,,,,,,,,,,,,,,,,,,,,,,,,,,,2002750,,,,,,,,,,,,,,,,,,,1577670,,,,,,,,,,,,,,,,82285.4,
32559,,,,,2563010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771079,,,,,,,,,,,,,,,,,,
32557,,,,,,,,,,,,,,,,,,,,,,67379.7,,,,2318610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32556,,,,1728490,,,,,,,,,,,,,,,,,,,,,980139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256357,,,,,,,,,,,,,,,,,,,
32543,,,,,,,,,729306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32542,,,,,2246130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32541,,,,,,3480250,,,,,,,,,,,,,,,,,,,,,2852850,,,397885,,312689,,,,,,,,,,,,,,,,3204290,2654830,1477570,,,,,,,,,,,,,
32540,,,,,,,2893060,1579840,,,,,,,,,,,,,,,,,,,,3030540,1624150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917590,,,,,,,,,,,,,,,,
32537,,,,,,,,,,,,,,,,,117751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32533,,,,1711140,,,,,,,,,,,,,,,,,,,,,1751380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32532,,,,,,,,,,,,,,,,,,,,,67879.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32523,,,,,,,,,,,,,,,,,,,,,,,,,,,2142100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40029.6
32518,,,,,,,,,,,,,,,,,,,,,,,,,,1815410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32516,,,,,2070560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32514,,,,1793770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32513,,,,,,,,,,,,,,,,,,,,,,,,393581,,,,,,,,,,,,,,,,,,,,,632185,,,,,,,,,,,,,,,,,,
32512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346190,,,,,,,,,,,,,,,,,
32507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117112,,,,,,,,,,,,,,,,,,,,,
32505,,181376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43741.9
32501,,,,,,,,,,,,,,,,,,,,90222.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32499,,,,,,,,,1093290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32498,,,,,,,,1604170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411850,574901,,,,,,,,,,,,
32496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231560,,2634960,,,,,,,,,,,,,,
32495,,,,1466670,,,,,,,,,,,,,,,,,,,,,1866730,,,2466300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32494,,,,,2864010,,2798060,,,,,,,,,,,,,,,,,,,2791560,,,,916141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32492,,,,,,,,,,,,,,,,,,,,,,,,,,,3062930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32491,,,456318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708140,,,,,,,,,,,,,,,
