"Mass","ReconstMass","ReconstAbund","ReconstAnnotation","Methods","Abundance_C2","Abundance_CE","Abundance_HILIC","Mass_original_C2","Mass_original_CE","Mass_original_HILIC","RT_C2","RT_CE","RT_HILIC"
31983,31982,0.0141424994806456,"Hex(1)HexNAc(1)NeuAc(2) _ H9N9F2S1","CE & HILIC",NA,2878246.66666667,20789900,NA,31984,31982,NA,4,8
31998,0,0,"","C2 & HILIC",16653466.6666667,NA,2054336.66666667,31999,NA,31998,4,NA,10
32014,32016,0.00118695267107108,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N9F2S1","C2",6556626,NA,NA,32014,NA,NA,1,NA,NA
32024,32023,0.0206868997454325,"Hex(1)HexNAc(1)NeuAc(2) _ H8N10F2S1","HILIC",NA,NA,44060033.3333333,NA,NA,32024,NA,NA,8
32041,32040,0.00626074276826906,"Hex(2)HexNAc(2)NeuAc(2) _ H8N9F3","CE & HILIC",NA,2307323.33333333,8895370,NA,32041,32041,NA,2,9
32045,0,0,"","C2 & CE",23602733.3333333,2227446.66666667,NA,32045,32046,NA,6,4,NA
32065,0,0,"","HILIC",NA,NA,5775060,NA,NA,32065,NA,NA,7
32068,32070,0.00598416208260856,"Hex(1)HexNAc(1)NeuAc(2) _ H9N8F2S2","HILIC",NA,NA,15749400,NA,NA,32068,NA,NA,8
32075,32074,0.000963474404451897,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N10F3","HILIC",NA,NA,7683553.33333333,NA,NA,32075,NA,NA,9
32087,32087,0.000790504632866276,"Hex(1)HexNAc(1)NeuAc(1) _ H10N8F3S2","C2 & CE",39265266.6666667,4766190,NA,32087,32087,NA,6,4,NA
32090,0,0,"","HILIC",NA,NA,3081823.33333333,NA,NA,32090,NA,NA,10
32101,0,0,"","C2",4731554,NA,NA,32101,NA,NA,4,NA,NA
32106,0,0,"","C2",13798936.6666667,NA,NA,32106,NA,NA,5,NA,NA
32111,32111,0.00802403181839843,"Hex(1)HexNAc(1)NeuAc(2) _ H8N9F2S2","HILIC",NA,NA,22436533.3333333,NA,NA,32111,NA,NA,8
32130,32128,0.00121476055890859,"Hex(1)HexNAc(1)NeuAc(1) _ H9N9F3S2","C2 & CE & HILIC",17444973.3333333,3139870,19413833.3333333,32131,32131,32129,5,4,9
32133,0,0,"","CE",NA,2160606.66666667,NA,NA,32133,NA,NA,5,NA
32135,0,0,"","CE",NA,2015780,NA,NA,32135,NA,NA,6,NA
32145,32144,0.000925548971807926,"Hex(1)HexNAc(1)NeuAc(1) _ H10N9F2S2","C2 & CE & HILIC",16120916.6666667,1898033.33333333,2685453.33333333,32146,32145,32145,4,3,11
32166,0,0,"","C2 & CE",7295433.33333333,1462065.63333333,NA,32166,32167,NA,4,3,NA
32176,32178,0.000900791205998541,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N9F2S1","C2 & CE",26878366.6666667,2484606.66666667,NA,32176,32176,NA,7,5,NA
32187,32185,0.00813037440284028,"Hex(2)HexNAc(2)NeuAc(2) _ H8N9F2S1","CE & HILIC",NA,3020860,19202266.6666667,NA,32188,32186,NA,4,9
32193,0,0,"","C2",26743300,NA,NA,32193,NA,NA,6,NA,NA
32202,32202,0.00128961470695409,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N9F2S1","C2 & HILIC",7297903.33333333,NA,1377815,32202,NA,32203,4,NA,10
32213,0,0,"","C2 & CE",10676006.6666667,1752706.66666667,NA,32213,32213,NA,7,4,NA
32227,32226,0.00952445029744309,"Hex(2)HexNAc(2)NeuAc(2) _ H7N10F2S1","C2 & HILIC",3340117.66666667,NA,23755233.3333333,32228,NA,32226,3,NA,8
32233,32232,0.000775964956433475,"Hex(1)HexNAc(1)NeuAc(1) _ H10N8F2S3","C2 & CE & HILIC",14239735.6666667,3248990,6046760,32233,32233,32235,4,4,10
32244,32243,0.00659959560871015,"Hex(2)HexNAc(2)NeuAc(2) _ H8N10F3","C2",7332613.33333333,NA,NA,32244,NA,NA,2,NA,NA
32247,0,0,"","C2",19234700,NA,NA,32247,NA,NA,5,NA,NA
32250,0,0,"","C2 & CE",28024933.3333333,3085720,NA,32251,32250,NA,6,4,NA
32270,32269,0.000223415758461031,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H7N10F3S1","HILIC",NA,NA,7500842,NA,NA,32270,NA,NA,8
32274,32273,0.000466782971938403,"Hex(1)HexNAc(1)NeuAc(1) _ H9N9F2S3","CE & HILIC",NA,1492572,23665433.3333333,NA,32274,32274,NA,3,9
32284,32283,0.00462181606167097,"Hex(2)HexNAc(2)NeuAc(2) _ H7N11F1S1","C2",3261876.66666667,NA,NA,32284,NA,NA,20,NA,NA
32291,32290,0.000545678890855913,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N8F2S2","C2 & CE & HILIC",30045366.6666667,3673626.66666667,8717183.33333333,32292,32291,32290,6,4,10
32296,0,0,"","C2",5394963.66666667,NA,NA,32296,NA,NA,3,NA,NA
32304,0,0,"","C2",1258288,NA,NA,32304,NA,NA,1,NA,NA
32307,32307,0.00051108202680562,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N9F2S2","C2",5249688.66666667,NA,NA,32307,NA,NA,4,NA,NA
32310,0,0,"","C2 & HILIC",13511850,NA,2839433.33333333,32311,NA,32310,5,NA,11
32314,32314,0.00656515065590211,"Hex(1)HexNAc(1)NeuAc(2) _ H8N10F2S2","HILIC",NA,NA,16057066.6666667,NA,NA,32314,NA,NA,8
32331,32331,0.00760368962017538,"Hex(1)HexNAc(1)NeuAc(2) _ H9N10F3S1","HILIC",NA,NA,14315096.6666667,NA,NA,32331,NA,NA,9
32337,0,0,"","C2 & CE",28933633.3333333,3346370,NA,32338,32337,NA,7,5,NA
32349,32347,0.00617022897546989,"Hex(2)HexNAc(2)NeuAc(2) _ H9N9F2S1","C2 & CE & HILIC",8959980,2220850,2503503.33333333,32349,32349,32348,4,3,11
32352,0,0,"","C2 & HILIC",12915423,NA,8095533.33333333,32353,NA,32351,6,NA,10
32361,0,0,"","HILIC",NA,NA,8435176.66666667,NA,NA,32361,NA,NA,9
32378,32378,0.00554629630491073,"Hex(1)HexNAc(1)NeuAc(2) _ H10N8F3S2","C2 & CE",19459433.3333333,3618200,NA,32378,32379,NA,7,5,NA
32382,32381,0.000483760814465433,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N10F2S1","HILIC",NA,NA,6645423.33333333,NA,NA,32382,NA,NA,10
32391,32389,0.00100747922649642,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H8N10F3S1","HILIC",NA,NA,18952566.6666667,NA,NA,32391,NA,NA,9
32396,0,0,"","C2 & CE & HILIC",24036966.6666667,2391794.33333333,3826570,32396,32394,32398,6,4,8
32414,0,0,"","C2 & CE",13309953.3333333,2156196.66666667,NA,32413,32415,NA,6,4,NA
32424,0,0,"","C2 & CE",13152173.3333333,1149859,NA,32425,32424,NA,9,6,NA
32431,32430,0.000469282332900647,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H8N10F2S2","CE",NA,1077344.33333333,NA,NA,32431,NA,NA,2,NA
32435,32435,0.00649378716951885,"Hex(1)HexNAc(1)NeuAc(2) _ H10N9F2S2","HILIC",NA,NA,14940766.6666667,NA,NA,32435,NA,NA,10
32442,0,0,"","C2",8380003.33333333,NA,NA,32442,NA,NA,16,NA,NA
32453,32452,0.000845740388671246,"Hex(2)HexNAc(2)NeuAc(1) _ H10N8F3S2","C2 & CE & HILIC",22084466.6666667,2949580,6257830,32453,32453,32454,6,4,11
32477,32476,0.0124110424166278,"Hex(1)HexNAc(1)NeuAc(2) _ H9N10F2S2","HILIC",NA,NA,29523166.6666667,NA,NA,32477,NA,NA,9
32492,32493,0.00129964079212125,"Hex(2)HexNAc(2)NeuAc(1) _ H9N9F3S2","C2 & CE",10248240,2878360,NA,32493,32492,NA,5,4,NA
32496,32494,0.000396453791442978,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N8F3S2","C2 & CE & HILIC",10518993.3333333,2189310,10943666.6666667,32497,32495,32496,6,3,10
32500,0,0,"","C2",17233166.6666667,NA,NA,32500,NA,NA,8,NA,NA
32505,0,0,"","C2 & CE",2434128,114076.633333333,NA,32505,32505,NA,2,1,NA
32517,0,0,"","C2 & HILIC",7210153.33333333,NA,7732230,32518,NA,32517,4,NA,9
32523,32523,0.00544428380514657,"Hex(1)HexNAc(1)NeuAc(2) _ H10N8F2S3","C2",6076443.33333333,NA,NA,32523,NA,NA,17,NA,NA
32527,32527,0.00048430878518821,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N10F3S1","HILIC",NA,NA,8541763.33333333,NA,NA,32527,NA,NA,11
32533,32534,0.00482033702158573,"Hex(2)HexNAc(2)NeuAc(2) _ H8N10F3S1","HILIC",NA,NA,6674430,NA,NA,32533,NA,NA,10
32541,32543,0.000224275046303271,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N10F2S1","C2 & CE",32504066.6666667,3238360,NA,32541,32541,NA,7,5,NA
32551,32550,0.00331365911959887,"Hex(2)HexNAc(2)NeuAc(2) _ H9N10F2S1","HILIC",NA,NA,6284320,NA,NA,32551,NA,NA,10
32559,0,0,"","C2 & CE",16808350,2164340,NA,32560,32559,NA,6,4,NA
32566,32564,0.00327501770997864,"Hex(1)HexNAc(1)NeuAc(2) _ H9N9F2S3","HILIC",NA,NA,7785626.66666667,NA,NA,32566,NA,NA,9
32582,32581,0.00348333341494522,"Hex(1)HexNAc(1)NeuAc(2) _ H10N9F3S2","HILIC",NA,NA,8624136.66666667,NA,NA,32582,NA,NA,11
32584,0,0,"","C2 & CE",15566466.6666667,2137096.66666667,NA,32585,32583,NA,7,5,NA
32588,0,0,"","C2",14590900,NA,NA,32588,NA,NA,8,NA,NA
32592,32592,0.000887151452307936,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N10F2S2","HILIC",NA,NA,6515550,NA,NA,32592,NA,NA,9
32599,32598,0.000830184766242008,"Hex(2)HexNAc(2)NeuAc(1) _ H10N8F2S3","CE & HILIC",NA,2450196.66666667,8176690,NA,32599,32600,NA,4,12
32629,32631,0.000413614749212753,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N9F2S2","C2 & CE",18949700,2193156.66666667,NA,32629,32629,NA,8,7,NA
32634,0,0,"","CE",NA,769545.333333333,NA,NA,32634,NA,NA,16,NA
32637,32638,0.0076256245484995,"Hex(1)HexNAc(1)NeuAc(2) _ H10N10F2S2","CE",NA,2181636.66666667,NA,NA,32637,NA,NA,6,NA
32641,32639,0.000777182721231271,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N9F3S2","C2 & HILIC",6339646.66666667,NA,19094400,32642,NA,32640,4,NA,10
32657,32655,0.000592150167592509,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N9F2S2","C2 & CE",14554373.3333333,2467843.33333333,NA,32658,32657,NA,6,4,NA
32665,0,0,"","CE",NA,1853376.66666667,NA,NA,32665,NA,NA,6,NA
32669,0,0,"","C2",8406210,NA,NA,32669,NA,NA,1,NA,NA
32672,32672,0.000790507921281734,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N10F2S2","C2 & HILIC",3724676.46666667,NA,8905860,32672,NA,32673,15,NA,11
32680,32679,0.00286430859416394,"Hex(2)HexNAc(2)NeuAc(2) _ H8N10F2S2","HILIC",NA,NA,16094366.6666667,NA,NA,32680,NA,NA,10
32687,0,0,"","CE",NA,1405206.66666667,NA,NA,32687,NA,NA,6,NA
32702,0,0,"","C2 & CE",21415433.3333333,2832423.33333333,NA,32703,32702,NA,7,5,NA
32706,0,0,"","C2",9160553.33333333,NA,NA,32706,NA,NA,8,NA,NA
32715,32713,0.00116281177833912,"Hex(2)HexNAc(2)NeuAc(1) _ H10N10F2S2","HILIC",NA,NA,772555.666666667,NA,NA,32715,NA,NA,15
32727,0,0,"","HILIC",NA,NA,10419106.6666667,NA,NA,32727,NA,NA,10
32734,0,0,"","C2 & CE",14692143.3333333,1137991,NA,32735,32733,NA,9,7,NA
32744,32743,0.00241979278231089,"Hex(2)HexNAc(2)NeuAc(2) _ H10N8F3S2","C2 & CE & HILIC",19434966.6666667,2599166.66666667,14783166.6666667,32744,32743,32745,7,6,12
32762,32760,0.000208598710339395,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N9F2S3","C2",8191010,NA,NA,32762,NA,NA,6,NA,NA
32767,0,0,"","HILIC",NA,NA,9172603.33333333,NA,NA,32767,NA,NA,10
32785,32784,0.00371847135420924,"Hex(2)HexNAc(2)NeuAc(2) _ H9N9F3S2","C2 & HILIC",3899853.33333333,NA,12907596.6666667,32785,NA,32786,19,NA,11
32789,0,0,"","C2 & CE",19782933.3333333,1967540,NA,32789,32789,NA,8,8,NA
32802,32800,0.00283317342940221,"Hex(2)HexNAc(2)NeuAc(2) _ H10N9F2S2","C2 & HILIC",6888463.33333333,NA,2525910,32803,NA,32801,5,NA,13
32807,0,0,"","C2 & CE",11831090,2193543.33333333,NA,32808,32806,NA,7,5,NA
32822,0,0,"","HILIC",NA,NA,4398403.33333333,NA,NA,32822,NA,NA,12
32831,0,0,"","C2 & CE",13758326.6666667,1295223.33333333,NA,32831,32832,NA,8,7,NA
32842,32841,0.00541481183291983,"Hex(2)HexNAc(2)NeuAc(2) _ H9N10F2S2","HILIC",NA,NA,12040966.6666667,NA,NA,32842,NA,NA,11
32848,0,0,"","CE",NA,2510730,NA,NA,32848,NA,NA,5,NA
32851,0,0,"","C2",15991443.3333333,NA,NA,32851,NA,NA,6,NA,NA
32862,0,0,"","HILIC",NA,NA,5620323.33333333,NA,NA,32862,NA,NA,12
32879,0,0,"","C2 & CE",12648030,1098012.66666667,NA,32878,32880,NA,10,8,NA
32883,32884,0.000236859703594543,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N10F3S2","HILIC",NA,NA,7926766.66666667,NA,NA,32883,NA,NA,10
32892,0,0,"","HILIC",NA,NA,14627833.3333333,NA,NA,32892,NA,NA,13
32906,0,0,"","C2 & CE",19739333.3333333,2221453.33333333,NA,32906,32906,NA,7,6,NA
32922,0,0,"","HILIC",NA,NA,1314850,NA,NA,32922,NA,NA,9
32931,32929,0.00326798269138329,"Hex(1)HexNAc(1)NeuAc(2) _ H10N10F2S3","HILIC",NA,NA,17586933.3333333,NA,NA,32931,NA,NA,11
32946,32946,0.00151974301272071,"Hex(2)HexNAc(2)NeuAc(2) _ H10N9F3S2","HILIC",NA,NA,4756736.66666667,NA,NA,32946,NA,NA,13
32949,0,0,"","CE",NA,1820619.66666667,NA,NA,32949,NA,NA,6,NA
32952,0,0,"","C2 & CE",28248833.3333333,2529550,NA,32953,32952,NA,8,8,NA
32965,0,0,"","HILIC",NA,NA,4691826.66666667,NA,NA,32965,NA,NA,13
32971,0,0,"","HILIC",NA,NA,5346403.33333333,NA,NA,32971,NA,NA,10
32988,32987,0.00282943755530197,"Hex(2)HexNAc(2)NeuAc(2) _ H9N10F3S2","HILIC",NA,NA,3694990,NA,NA,32988,NA,NA,11
32994,0,0,"","C2 & CE",28751633.3333333,2668770,NA,32994,32995,NA,8,7,NA
33005,33003,0.00332698258957674,"Hex(2)HexNAc(2)NeuAc(2) _ H10N10F2S2","HILIC",NA,NA,10167806.6666667,NA,NA,33005,NA,NA,12
33014,0,0,"","HILIC",NA,NA,2408225.33333333,NA,NA,33014,NA,NA,15
33030,0,0,"","CE",NA,1044998,NA,NA,33030,NA,NA,5,NA
33034,0,0,"","C2",5323213.33333333,NA,NA,33034,NA,NA,7,NA,NA
33036,0,0,"","CE & HILIC",NA,1720703.33333333,17184800,NA,33035,33037,NA,7,13
33046,33046,0.000233598072865634,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N10F2S3","HILIC",NA,NA,8233460,NA,NA,33046,NA,NA,11
33053,0,0,"","CE",NA,1352340.66666667,NA,NA,33053,NA,NA,6,NA
33069,0,0,"","C2 & CE",7596606.66666667,1343469,NA,33069,33070,NA,13,6,NA
33088,0,0,"","HILIC",NA,NA,1823213.33333333,NA,NA,33088,NA,NA,10
33092,0,0,"","HILIC",NA,NA,13703600,NA,NA,33092,NA,NA,12
33099,0,0,"","C2 & CE",19932466.6666667,2221056.66666667,NA,33100,33098,NA,8,8,NA
33104,0,0,"","C2",8148176.66666667,NA,NA,33104,NA,NA,7,NA,NA
33107,0,0,"","CE",NA,1609190,NA,NA,33107,NA,NA,6,NA
33111,0,0,"","HILIC",NA,NA,7085553.33333333,NA,NA,33111,NA,NA,14
33133,0,0,"","HILIC",NA,NA,13262216.6666667,NA,NA,33133,NA,NA,11
33151,33150,0.000297998140049209,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N10F2S3","HILIC",NA,NA,7334940,NA,NA,33151,NA,NA,13
33156,0,0,"","C2 & CE",19834766.6666667,1644016.66666667,NA,33156,33154,NA,8,8,NA
33173,0,0,"","HILIC",NA,NA,1783163.33333333,NA,NA,33173,NA,NA,10
33177,0,0,"","CE",NA,668355,NA,NA,33177,NA,NA,10,NA
33183,0,0,"","HILIC",NA,NA,11284446.6666667,NA,NA,33183,NA,NA,12
33197,0,0,"","C2 & CE",14220490,1952920,NA,33197,33197,NA,8,8,NA
33215,0,0,"","CE",NA,893548.333333333,NA,NA,33215,NA,NA,6,NA
33221,0,0,"","HILIC",NA,NA,6033033.33333333,NA,NA,33221,NA,NA,11
33239,0,0,"","HILIC",NA,NA,4419986.66666667,NA,NA,33239,NA,NA,12
33245,0,0,"","C2 & CE",30447033.3333333,1866953.33333333,NA,33245,33245,NA,9,10,NA
33255,0,0,"","HILIC",NA,NA,8509813.33333333,NA,NA,33255,NA,NA,13
33258,0,0,"","HILIC",NA,NA,2122346.66666667,NA,NA,33258,NA,NA,16
33273,0,0,"","CE",NA,753114.666666667,NA,NA,33273,NA,NA,5,NA
33286,0,0,"","C2 & CE",10962263.3333333,1056749.33333333,NA,33286,33287,NA,9,9,NA
33296,33295,0.00142578767786433,"Hex(2)HexNAc(2)NeuAc(2) _ H10N10F2S3","HILIC",NA,NA,14382733.3333333,NA,NA,33296,NA,NA,12
33302,0,0,"","C2",8326353.33333333,NA,NA,33302,NA,NA,8,NA,NA
33319,0,0,"","C2 & CE",9453503.33333333,1278663.33333333,NA,33320,33318,NA,8,7,NA
33329,0,0,"","HILIC",NA,NA,7176803.33333333,NA,NA,33329,NA,NA,14
33336,0,0,"","HILIC",NA,NA,6150520,NA,NA,33336,NA,NA,12
33342,0,0,"","CE",NA,545763.333333333,NA,NA,33342,NA,NA,9,NA
33360,0,0,"","C2 & CE",18058433.3333333,1546380,NA,33360,33360,NA,8,8,NA
33376,0,0,"","HILIC",NA,NA,2590143.33333333,NA,NA,33376,NA,NA,14
33383,0,0,"","HILIC",NA,NA,10252230,NA,NA,33383,NA,NA,13
33391,0,0,"","C2 & CE",10648170,851049.666666667,NA,33390,33392,NA,9,9,NA
33395,0,0,"","CE",NA,1134476,NA,NA,33395,NA,NA,10,NA
33401,0,0,"","CE & HILIC",NA,1228275,11728810,NA,33401,33402,NA,7,14
33423,0,0,"","HILIC",NA,NA,3051113.33333333,NA,NA,33423,NA,NA,12
33447,0,0,"","C2 & CE",19460633.3333333,1432113.33333333,NA,33447,33447,NA,9,9,NA
33450,0,0,"","CE",NA,626850.666666667,NA,NA,33450,NA,NA,15,NA
33457,0,0,"","HILIC",NA,NA,7705416.66666667,NA,NA,33457,NA,NA,14
33462,0,0,"","CE",NA,1212126.66666667,NA,NA,33462,NA,NA,7,NA
33466,0,0,"","C2",10844896.6666667,NA,NA,33466,NA,NA,8,NA,NA
33471,0,0,"","HILIC",NA,NA,2650693.33333333,NA,NA,33471,NA,NA,12
33476,0,0,"","HILIC",NA,NA,5022756.66666667,NA,NA,33476,NA,NA,15
33499,0,0,"","HILIC",NA,NA,5871520,NA,NA,33499,NA,NA,13
33518,0,0,"","HILIC",NA,NA,2655416.66666667,NA,NA,33518,NA,NA,14
33522,0,0,"","CE",NA,1005360,NA,NA,33522,NA,NA,10,NA
33534,0,0,"","CE",NA,602377.333333333,NA,NA,33534,NA,NA,11,NA
33537,0,0,"","C2 & CE & HILIC",12556110,473244,1796043.33333333,33537,33537,33539,10,13,12
33544,0,0,"","CE",NA,485945.7,NA,NA,33544,NA,NA,7,NA
33547,0,0,"","HILIC",NA,NA,13305800,NA,NA,33547,NA,NA,14
33564,0,0,"","CE",NA,768678,NA,NA,33564,NA,NA,9,NA
33587,0,0,"","HILIC",NA,NA,11449933.3333333,NA,NA,33587,NA,NA,13
33603,0,0,"","CE",NA,920301.666666667,NA,NA,33603,NA,NA,6,NA
33610,0,0,"","C2 & CE",22016866.6666667,1694566.66666667,NA,33610,33610,NA,9,10,NA
33621,0,0,"","HILIC",NA,NA,6295103.33333333,NA,NA,33621,NA,NA,15
33651,0,0,"","C2 & CE",17429433.3333333,1026628,NA,33651,33651,NA,9,10,NA
33658,0,0,"","CE",NA,451244.666666667,NA,NA,33658,NA,NA,7,NA
33663,0,0,"","HILIC",NA,NA,5680343.33333333,NA,NA,33663,NA,NA,14
33672,0,0,"","HILIC",NA,NA,3891606.66666667,NA,NA,33672,NA,NA,13
33682,0,0,"","CE",NA,168430,NA,NA,33682,NA,NA,20,NA
33687,0,0,"","CE",NA,911874,NA,NA,33687,NA,NA,9,NA
33693,0,0,"","HILIC",NA,NA,14188266.6666667,NA,NA,33693,NA,NA,15
33703,0,0,"","HILIC",NA,NA,2269990,NA,NA,33703,NA,NA,13
33709,0,0,"","CE",NA,541794.666666667,NA,NA,33709,NA,NA,9,NA
33732,0,0,"","CE",NA,168824.366666667,NA,NA,33732,NA,NA,15,NA
33737,0,0,"","C2",8741993.33333333,NA,NA,33737,NA,NA,10,NA,NA
33749,0,0,"","HILIC",NA,NA,10336993.3333333,NA,NA,33749,NA,NA,14
33756,0,0,"","C2 & CE",19455900,1293476,NA,33757,33756,NA,9,10,NA
33761,0,0,"","C2 & CE",3419706.66666667,371183.666666667,NA,33760,33762,NA,3,17,NA
33767,0,0,"","HILIC",NA,NA,7063343.33333333,NA,NA,33767,NA,NA,16
33789,0,0,"","HILIC",NA,NA,3592913.33333333,NA,NA,33789,NA,NA,13
33807,0,0,"","HILIC",NA,NA,3698816.66666667,NA,NA,33807,NA,NA,15
33812,0,0,"","C2 & CE",16571300,1200883.66666667,NA,33813,33812,NA,9,10,NA
33834,0,0,"","HILIC",NA,NA,1530203.33333333,NA,NA,33834,NA,NA,13
33838,0,0,"","HILIC",NA,NA,12834233.3333333,NA,NA,33838,NA,NA,15
33842,0,0,"","HILIC",NA,NA,3501203.33333333,NA,NA,33842,NA,NA,17
33854,0,0,"","CE",NA,666731.666666667,NA,NA,33854,NA,NA,11,NA
33878,0,0,"","HILIC",NA,NA,2302253.33333333,NA,NA,33878,NA,NA,13
33901,0,0,"","C2 & CE",39542533.3333333,1339263.33333333,NA,33902,33901,NA,10,12,NA
33912,0,0,"","HILIC",NA,NA,9028856.66666667,NA,NA,33912,NA,NA,16
33915,0,0,"","HILIC",NA,NA,1883190.33333333,NA,NA,33915,NA,NA,19
33940,0,0,"","CE",NA,232567,NA,NA,33940,NA,NA,14,NA
33953,0,0,"","HILIC",NA,NA,6757643.33333333,NA,NA,33953,NA,NA,15
33957,0,0,"","CE",NA,322241.766666667,NA,NA,33957,NA,NA,10,NA
33976,0,0,"","C2 & CE",9493923.33333333,826174.333333333,NA,33975,33976,NA,8,11,NA
33985,0,0,"","HILIC",NA,NA,5572020,NA,NA,33985,NA,NA,16
33992,0,0,"","HILIC",NA,NA,1919690,NA,NA,33992,NA,NA,14
34016,0,0,"","C2 & CE",6480776.66666667,586241.333333333,NA,34016,34017,NA,9,10,NA
34030,0,0,"","HILIC",NA,NA,976004.333333333,NA,NA,34030,NA,NA,17
34040,0,0,"","HILIC",NA,NA,7829523.33333333,NA,NA,34040,NA,NA,15
34048,0,0,"","C2 & CE",9236503.33333333,475319.666666667,NA,34048,34048,NA,10,13,NA
34052,0,0,"","CE",NA,581593.666666667,NA,NA,34052,NA,NA,10,NA
34059,0,0,"","HILIC",NA,NA,8799220,NA,NA,34059,NA,NA,17
34067,0,0,"","HILIC",NA,NA,841202.666666667,NA,NA,34067,NA,NA,15
34103,0,0,"","C2 & CE & HILIC",13707006.6666667,596432.666666667,1480818,34103,34104,34101,10,13,15
34114,0,0,"","HILIC",NA,NA,3131936.66666667,NA,NA,34114,NA,NA,16
34119,0,0,"","CE",NA,702211.333333333,NA,NA,34119,NA,NA,10,NA
34122,0,0,"","C2",7993886.66666667,NA,NA,34122,NA,NA,8,NA,NA
