"","1","2","Glycan1","Glycan2","mass","probability","Glycan"
"213",1143.333,3912.6331,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H8N10F2S1",32219.2061,0.00131762970156449,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N10F2S1"
"214",1167.423,3912.6331,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H8N10F2S1",32243.2961,0.00188638014019405,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H8N10F2S1"
"215",1209.433,3912.6331,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H8N10F2S1",32285.3061,0.000755547176550968,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H8N10F2S1"
"216",1312.453,3912.6331,"Hex(2)HexNAc(2)NeuAc(2)","H8N10F2S1",32388.3261,0.00902548438460903,"Hex(2)HexNAc(2)NeuAc(2) _ H8N10F2S1"
"217",656,3959.6434,"Hex(1)HexNAc(1)NeuAc(1)","H9N8F2S2",31778.8834,0.000852912933255359,"Hex(1)HexNAc(1)NeuAc(1) _ H9N8F2S2"
"218",947.323,3959.6434,"Hex(1)HexNAc(1)NeuAc(2)","H9N8F2S2",32070.2064,0.00598416208260856,"Hex(1)HexNAc(1)NeuAc(2) _ H9N8F2S2"
"219",1021.74,3959.6434,"Hex(2)HexNAc(2)NeuAc(1)","H9N8F2S2",32144.6234,0.000912509409411829,"Hex(2)HexNAc(2)NeuAc(1) _ H9N8F2S2"
"220",1063.363,3959.6434,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N8F2S2",32186.2464,0.000427752794988413,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N8F2S2"
"221",1143.333,3959.6434,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N8F2S2",32266.2164,0.000381154730580738,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N8F2S2"
"222",1167.423,3959.6434,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N8F2S2",32290.3064,0.000545678890855913,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N8F2S2"
"223",1209.433,3959.6434,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N8F2S2",32332.3164,0.000218559417852669,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N8F2S2"
"224",1312.453,3959.6434,"Hex(2)HexNAc(2)NeuAc(2)","H9N8F2S2",32435.3364,0.00261082917673432,"Hex(2)HexNAc(2)NeuAc(2) _ H9N8F2S2"
"225",656,4000.696,"Hex(1)HexNAc(1)NeuAc(1)","H8N9F2S2",31819.936,0.00114365226414142,"Hex(1)HexNAc(1)NeuAc(1) _ H8N9F2S2"
"226",947.323,4000.696,"Hex(1)HexNAc(1)NeuAc(2)","H8N9F2S2",32111.259,0.00802403181839843,"Hex(1)HexNAc(1)NeuAc(2) _ H8N9F2S2"
"227",1021.74,4000.696,"Hex(2)HexNAc(2)NeuAc(1)","H8N9F2S2",32185.676,0.00122356387320925,"Hex(2)HexNAc(2)NeuAc(1) _ H8N9F2S2"
"228",1063.363,4000.696,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H8N9F2S2",32227.299,0.000573564350365942,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H8N9F2S2"
"229",1143.333,4000.696,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H8N9F2S2",32307.269,0.00051108202680562,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N9F2S2"
"230",1167.423,4000.696,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H8N9F2S2",32331.359,0.00073168886845183,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H8N9F2S2"
"231",1209.433,4000.696,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H8N9F2S2",32373.369,0.000293061534572604,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H8N9F2S2"
"232",1312.453,4000.696,"Hex(2)HexNAc(2)NeuAc(2)","H8N9F2S2",32476.389,0.00350080363755574,"Hex(2)HexNAc(2)NeuAc(2) _ H8N9F2S2"
"233",656,4058.7761,"Hex(1)HexNAc(1)NeuAc(1)","H8N10F3S1",31878.0161,0.00157472109818484,"Hex(1)HexNAc(1)NeuAc(1) _ H8N10F3S1"
"234",947.323,4058.7761,"Hex(1)HexNAc(1)NeuAc(2)","H8N10F3S1",32169.3391,0.0110484739051554,"Hex(1)HexNAc(1)NeuAc(2) _ H8N10F3S1"
"235",1021.74,4058.7761,"Hex(2)HexNAc(2)NeuAc(1)","H8N10F3S1",32243.7561,0.00168475323009643,"Hex(2)HexNAc(2)NeuAc(1) _ H8N10F3S1"
"236",1063.363,4058.7761,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H8N10F3S1",32285.3791,0.000789753941829506,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H8N10F3S1"
"237",1143.333,4058.7761,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H8N10F3S1",32365.3491,0.00070372059388006,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N10F3S1"
"238",1167.423,4058.7761,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H8N10F3S1",32389.4391,0.00100747922649642,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H8N10F3S1"
"239",1209.433,4058.7761,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H8N10F3S1",32431.4491,0.000403523165237958,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H8N10F3S1"
"240",1312.453,4058.7761,"Hex(2)HexNAc(2)NeuAc(2)","H8N10F3S1",32534.4691,0.00482033702158573,"Hex(2)HexNAc(2)NeuAc(2) _ H8N10F3S1"
"241",656,4074.7755,"Hex(1)HexNAc(1)NeuAc(1)","H9N10F2S1",31894.0155,0.0010825153727754,"Hex(1)HexNAc(1)NeuAc(1) _ H9N10F2S1"
"242",947.323,4074.7755,"Hex(1)HexNAc(1)NeuAc(2)","H9N10F2S1",32185.3385,0.00759508643265459,"Hex(1)HexNAc(1)NeuAc(2) _ H9N10F2S1"
"243",1021.74,4074.7755,"Hex(2)HexNAc(2)NeuAc(1)","H9N10F2S1",32259.7555,0.00115815509998224,"Hex(2)HexNAc(2)NeuAc(1) _ H9N10F2S1"
"244",1063.363,4074.7755,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N10F2S1",32301.3785,0.000542902983725731,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N10F2S1"
"245",1143.333,4074.7755,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N10F2S1",32381.3485,0.000483760814465433,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N10F2S1"
"246",1167.423,4074.7755,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N10F2S1",32405.4385,0.000692574546496762,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N10F2S1"
"247",1209.433,4074.7755,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N10F2S1",32447.4485,0.000277395171846363,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N10F2S1"
"248",1312.453,4074.7755,"Hex(2)HexNAc(2)NeuAc(2)","H9N10F2S1",32550.4685,0.00331365911959887,"Hex(2)HexNAc(2)NeuAc(2) _ H9N10F2S1"
"249",656,3870.5524,"Hex(1)HexNAc(1)NeuAc(1)","H9N9F2S2",31689.7924,0.00110920211359803,"Hex(1)HexNAc(1)NeuAc(1) _ H9N9F2S2"
"250",947.323,3870.5524,"Hex(1)HexNAc(1)NeuAc(2)","H9N9F2S2",31981.1154,0.00778232451559663,"Hex(1)HexNAc(1)NeuAc(2) _ H9N9F2S2"
"251",1021.74,3870.5524,"Hex(2)HexNAc(2)NeuAc(1)","H9N9F2S2",32055.5324,0.00118670655131765,"Hex(2)HexNAc(2)NeuAc(1) _ H9N9F2S2"
"252",1063.363,3870.5524,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N9F2S2",32097.1554,0.000556286914876175,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N9F2S2"
"253",1143.333,3870.5524,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N9F2S2",32177.1254,0.000495686741616644,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N9F2S2"
"254",1167.423,3870.5524,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N9F2S2",32201.2154,0.000709648260078608,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N9F2S2"
"255",1209.433,3870.5524,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N9F2S2",32243.2254,0.000284233664160365,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N9F2S2"
"256",1312.453,3870.5524,"Hex(2)HexNAc(2)NeuAc(2)","H9N9F2S2",32346.2454,0.0033953491946992,"Hex(2)HexNAc(2)NeuAc(2) _ H9N9F2S2"
"257",656,4203.891,"Hex(1)HexNAc(1)NeuAc(1)","H8N10F2S2",32023.131,0.000935720293984405,"Hex(1)HexNAc(1)NeuAc(1) _ H8N10F2S2"
"258",947.323,4203.891,"Hex(1)HexNAc(1)NeuAc(2)","H8N10F2S2",32314.454,0.00656515065590211,"Hex(1)HexNAc(1)NeuAc(2) _ H8N10F2S2"
"259",1021.74,4203.891,"Hex(2)HexNAc(2)NeuAc(1)","H8N10F2S2",32388.871,0.00100110285534002,"Hex(2)HexNAc(2)NeuAc(1) _ H8N10F2S2"
"260",1063.363,4203.891,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H8N10F2S2",32430.494,0.000469282332900647,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H8N10F2S2"
"261",1143.333,4203.891,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H8N10F2S2",32510.464,0.000418160169281633,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N10F2S2"
"262",1167.423,4203.891,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H8N10F2S2",32534.554,0.000598657602979396,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H8N10F2S2"
"263",1209.433,4203.891,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H8N10F2S2",32576.564,0.000239778850515953,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H8N10F2S2"
"264",1312.453,4203.891,"Hex(2)HexNAc(2)NeuAc(2)","H8N10F2S2",32679.584,0.00286430859416394,"Hex(2)HexNAc(2)NeuAc(2) _ H8N10F2S2"
"265",656,4220.9185,"Hex(1)HexNAc(1)NeuAc(1)","H9N10F3S1",32040.1585,0.00108374157116415,"Hex(1)HexNAc(1)NeuAc(1) _ H9N10F3S1"
"266",947.323,4220.9185,"Hex(1)HexNAc(1)NeuAc(2)","H9N10F3S1",32331.4815,0.00760368962017538,"Hex(1)HexNAc(1)NeuAc(2) _ H9N10F3S1"
"267",1021.74,4220.9185,"Hex(2)HexNAc(2)NeuAc(1)","H9N10F3S1",32405.8985,0.00115946697781163,"Hex(2)HexNAc(2)NeuAc(1) _ H9N10F3S1"
"268",1063.363,4220.9185,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N10F3S1",32447.5215,0.0005435179465989,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N10F3S1"
"269",1143.333,4220.9185,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N10F3S1",32527.4915,0.00048430878518821,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N10F3S1"
"270",1167.423,4220.9185,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N10F3S1",32551.5815,0.000693359046943001,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N10F3S1"
"271",1209.433,4220.9185,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N10F3S1",32593.5915,0.000277709385871696,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N10F3S1"
"272",1312.453,4220.9185,"Hex(2)HexNAc(2)NeuAc(2)","H9N10F3S1",32696.6115,0.00331741260299088,"Hex(2)HexNAc(2)NeuAc(2) _ H9N10F3S1"
"273",656,4236.9179,"Hex(1)HexNAc(1)NeuAc(1)","H10N10F2S1",32056.1579,0.000501862032007459,"Hex(1)HexNAc(1)NeuAc(1) _ H10N10F2S1"
"274",947.323,4236.9179,"Hex(1)HexNAc(1)NeuAc(2)","H10N10F2S1",32347.4809,0.00352113753414121,"Hex(1)HexNAc(1)NeuAc(2) _ H10N10F2S1"
"275",1021.74,4236.9179,"Hex(2)HexNAc(2)NeuAc(1)","H10N10F2S1",32421.8979,0.000536929161908062,"Hex(2)HexNAc(2)NeuAc(1) _ H10N10F2S1"
"276",1063.363,4236.9179,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N10F2S1",32463.5209,0.000251693787864608,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N10F2S1"
"277",1143.333,4236.9179,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N10F2S1",32543.4909,0.000224275046303271,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N10F2S1"
"278",1167.423,4236.9179,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N10F2S1",32567.5809,0.000321082617358474,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N10F2S1"
"279",1209.433,4236.9179,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N10F2S1",32609.5909,0.000128602427377037,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N10F2S1"
"280",1312.453,4236.9179,"Hex(2)HexNAc(2)NeuAc(2)","H10N10F2S1",32712.6109,0.00153623656620992,"Hex(2)HexNAc(2)NeuAc(2) _ H10N10F2S1"
"281",656,4267.9288,"Hex(1)HexNAc(1)NeuAc(1)","H10N8F3S2",32087.1688,0.000790504632866276,"Hex(1)HexNAc(1)NeuAc(1) _ H10N8F3S2"
"282",947.323,4267.9288,"Hex(1)HexNAc(1)NeuAc(2)","H10N8F3S2",32378.4918,0.00554629630491073,"Hex(1)HexNAc(1)NeuAc(2) _ H10N8F3S2"
"283",1021.74,4267.9288,"Hex(2)HexNAc(2)NeuAc(1)","H10N8F3S2",32452.9088,0.000845740388671246,"Hex(2)HexNAc(2)NeuAc(1) _ H10N8F3S2"
"284",1063.363,4267.9288,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N8F3S2",32494.5318,0.000396453791442978,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N8F3S2"
"285",1143.333,4267.9288,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N8F3S2",32574.5018,0.000353265343524532,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N8F3S2"
"286",1167.423,4267.9288,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N8F3S2",32598.5918,0.000505751143475487,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N8F3S2"
"287",1209.433,4267.9288,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N8F3S2",32640.6018,0.000202567255850679,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N8F3S2"
"288",1312.453,4267.9288,"Hex(2)HexNAc(2)NeuAc(2)","H10N8F3S2",32743.6218,0.00241979278231089,"Hex(2)HexNAc(2)NeuAc(2) _ H10N8F3S2"
"289",656,4308.9814,"Hex(1)HexNAc(1)NeuAc(1)","H9N9F3S2",32128.2214,0.00121476055890859,"Hex(1)HexNAc(1)NeuAc(1) _ H9N9F3S2"
"290",947.323,4308.9814,"Hex(1)HexNAc(1)NeuAc(2)","H9N9F3S2",32419.5444,0.00852293803111171,"Hex(1)HexNAc(1)NeuAc(2) _ H9N9F3S2"
"291",1021.74,4308.9814,"Hex(2)HexNAc(2)NeuAc(1)","H9N9F3S2",32493.9614,0.00129964079212125,"Hex(2)HexNAc(2)NeuAc(1) _ H9N9F3S2"
"292",1063.363,4308.9814,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N9F3S2",32535.5844,0.000609226574079001,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N9F3S2"
"293",1143.333,4308.9814,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N9F3S2",32615.5544,0.000542859318340627,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N9F3S2"
"294",1167.423,4308.9814,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N9F3S2",32639.6444,0.000777182721231271,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N9F3S2"
"295",1209.433,4308.9814,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N9F3S2",32681.6544,0.000311283075016937,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N9F3S2"
"296",1312.453,4308.9814,"Hex(2)HexNAc(2)NeuAc(2)","H9N9F3S2",32784.6744,0.00371847135420924,"Hex(2)HexNAc(2)NeuAc(2) _ H9N9F3S2"
"297",656,4324.9808,"Hex(1)HexNAc(1)NeuAc(1)","H10N9F2S2",32144.2208,0.000925548971807926,"Hex(1)HexNAc(1)NeuAc(1) _ H10N9F2S2"
"298",947.323,4324.9808,"Hex(1)HexNAc(1)NeuAc(2)","H10N9F2S2",32435.5438,0.00649378716951885,"Hex(1)HexNAc(1)NeuAc(2) _ H10N9F2S2"
"299",1021.74,4324.9808,"Hex(2)HexNAc(2)NeuAc(1)","H10N9F2S2",32509.9608,0.000990220821746309,"Hex(2)HexNAc(2)NeuAc(1) _ H10N9F2S2"
"300",1063.363,4324.9808,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N9F2S2",32551.5838,0.000464181212586865,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N9F2S2"
"301",1143.333,4324.9808,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N9F2S2",32631.5538,0.000413614749212753,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N9F2S2"
"302",1167.423,4324.9808,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N9F2S2",32655.6438,0.000592150167592509,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N9F2S2"
"303",1209.433,4324.9808,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N9F2S2",32697.6538,0.000237172443499473,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N9F2S2"
"304",1312.453,4324.9808,"Hex(2)HexNAc(2)NeuAc(2)","H10N9F2S2",32800.6738,0.00283317342940221,"Hex(2)HexNAc(2)NeuAc(2) _ H10N9F2S2"
"305",656,4350.034,"Hex(1)HexNAc(1)NeuAc(1)","H8N10F3S2",32169.274,0.000868484907625796,"Hex(1)HexNAc(1)NeuAc(1) _ H8N10F3S2"
"306",947.323,4350.034,"Hex(1)HexNAc(1)NeuAc(2)","H8N10F3S2",32460.597,0.00609341733592411,"Hex(1)HexNAc(1)NeuAc(2) _ H8N10F3S2"
"307",1021.74,4350.034,"Hex(2)HexNAc(2)NeuAc(1)","H8N10F3S2",32535.014,0.000929169460610618,"Hex(2)HexNAc(2)NeuAc(1) _ H8N10F3S2"
"308",1063.363,4350.034,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H8N10F3S2",32576.637,0.000435562449761754,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H8N10F3S2"
"309",1143.333,4350.034,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H8N10F3S2",32656.607,0.00038811362575556,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H8N10F3S2"
"310",1167.423,4350.034,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H8N10F3S2",32680.697,0.000555641569778443,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H8N10F3S2"
"311",1209.433,4350.034,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H8N10F3S2",32722.707,0.000222549745025021,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H8N10F3S2"
"312",1312.453,4350.034,"Hex(2)HexNAc(2)NeuAc(2)","H8N10F3S2",32825.727,0.00265849613480298,"Hex(2)HexNAc(2)NeuAc(2) _ H8N10F3S2"
"313",656,4366.0334,"Hex(1)HexNAc(1)NeuAc(1)","H9N10F2S2",32185.2734,0.00176892578212191,"Hex(1)HexNAc(1)NeuAc(1) _ H9N10F2S2"
"314",947.323,4366.0334,"Hex(1)HexNAc(1)NeuAc(2)","H9N10F2S2",32476.5964,0.0124110424166278,"Hex(1)HexNAc(1)NeuAc(2) _ H9N10F2S2"
"315",1021.74,4366.0334,"Hex(2)HexNAc(2)NeuAc(1)","H9N10F2S2",32551.0134,0.00189252778073908,"Hex(2)HexNAc(2)NeuAc(1) _ H9N10F2S2"
"316",1063.363,4366.0334,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N10F2S2",32592.6364,0.000887151452307936,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N10F2S2"
"317",1143.333,4366.0334,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N10F2S2",32672.6064,0.000790507921281734,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N10F2S2"
"318",1167.423,4366.0334,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N10F2S2",32696.6964,0.00113172801250713,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N10F2S2"
"319",1209.433,4366.0334,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N10F2S2",32738.7064,0.000453288224496171,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N10F2S2"
"320",1312.453,4366.0334,"Hex(2)HexNAc(2)NeuAc(2)","H9N10F2S2",32841.7264,0.00541481183291983,"Hex(2)HexNAc(2)NeuAc(2) _ H9N10F2S2"
"321",656,4413.0437,"Hex(1)HexNAc(1)NeuAc(1)","H10N8F2S3",32232.2837,0.000775964956433475,"Hex(1)HexNAc(1)NeuAc(1) _ H10N8F2S3"
"322",947.323,4413.0437,"Hex(1)HexNAc(1)NeuAc(2)","H10N8F2S3",32523.6067,0.00544428380514657,"Hex(1)HexNAc(1)NeuAc(2) _ H10N8F2S3"
"323",1021.74,4413.0437,"Hex(2)HexNAc(2)NeuAc(1)","H10N8F2S3",32598.0237,0.000830184766242008,"Hex(2)HexNAc(2)NeuAc(1) _ H10N8F2S3"
"324",1063.363,4413.0437,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N8F2S3",32639.6467,0.000389161854611138,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N8F2S3"
"325",1143.333,4413.0437,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N8F2S3",32719.6167,0.000346767767702433,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N8F2S3"
"326",1167.423,4413.0437,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N8F2S3",32743.7067,0.000496448910856065,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N8F2S3"
"327",1209.433,4413.0437,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N8F2S3",32785.7167,0.000198841455604233,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N8F2S3"
"328",1312.453,4413.0437,"Hex(2)HexNAc(2)NeuAc(2)","H10N8F2S3",32888.7367,0.00237528576410195,"Hex(2)HexNAc(2)NeuAc(2) _ H10N8F2S3"
"329",656,4454.0963,"Hex(1)HexNAc(1)NeuAc(1)","H9N9F2S3",32273.3363,0.000466782971938403,"Hex(1)HexNAc(1)NeuAc(1) _ H9N9F2S3"
"330",947.323,4454.0963,"Hex(1)HexNAc(1)NeuAc(2)","H9N9F2S3",32564.6593,0.00327501770997864,"Hex(1)HexNAc(1)NeuAc(2) _ H9N9F2S3"
"331",1021.74,4454.0963,"Hex(2)HexNAc(2)NeuAc(1)","H9N9F2S3",32639.0763,0.000499398986038689,"Hex(2)HexNAc(2)NeuAc(1) _ H9N9F2S3"
"332",1063.363,4454.0963,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N9F2S3",32680.6993,0.000234100941742749,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N9F2S3"
"333",1143.333,4454.0963,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N9F2S3",32760.6693,0.000208598710339395,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N9F2S3"
"334",1167.423,4454.0963,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N9F2S3",32784.7593,0.000298639643586591,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N9F2S3"
"335",1209.433,4454.0963,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N9F2S3",32826.7693,0.000119613398545865,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N9F2S3"
"336",1312.453,4454.0963,"Hex(2)HexNAc(2)NeuAc(2)","H9N9F2S3",32929.7893,0.00142885698507126,"Hex(2)HexNAc(2)NeuAc(2) _ H9N9F2S3"
"337",656,4471.1238,"Hex(1)HexNAc(1)NeuAc(1)","H10N9F3S2",32290.3638,0.000496473872103452,"Hex(1)HexNAc(1)NeuAc(1) _ H10N9F3S2"
"338",947.323,4471.1238,"Hex(1)HexNAc(1)NeuAc(2)","H10N9F3S2",32581.6868,0.00348333341494522,"Hex(1)HexNAc(1)NeuAc(2) _ H10N9F3S2"
"339",1021.74,4471.1238,"Hex(2)HexNAc(2)NeuAc(1)","H10N9F3S2",32656.1038,0.000531164509479759,"Hex(2)HexNAc(2)NeuAc(1) _ H10N9F3S2"
"340",1063.363,4471.1238,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N9F3S2",32697.7268,0.000248991518536851,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N9F3S2"
"341",1143.333,4471.1238,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N9F3S2",32777.6968,0.00022186715382508,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N9F3S2"
"342",1167.423,4471.1238,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N9F3S2",32801.7868,0.000317635366173115,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N9F3S2"
"343",1209.433,4471.1238,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N9F3S2",32843.7968,0.000127221708377476,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N9F3S2"
"344",1312.453,4471.1238,"Hex(2)HexNAc(2)NeuAc(2)","H10N9F3S2",32946.8168,0.00151974301272071,"Hex(2)HexNAc(2)NeuAc(2) _ H10N9F3S2"
