,Sample name,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Name,
31065,,,,,,16423300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31064,,,,,,,,,,,,,,,,,,,,,,,,,,6528950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31063,,,,,,,,,,,,,4254500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31058,,,,,,,,,,,,,,2348550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435870,,,,,,,,,,,,,,,,,,,,,,,,,,
31024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461560,,,,,,,,,,
31022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484740,,,,,,,,,,,,,,,,,,,,,,,,,
31017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542410,,,,,,,,,,,,,,,,,,,,,,,,,,,
31008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74089.1,,,,,,,,,,,,,,,,,,
31005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361223,,,
31004,,,,,,,,,,3761140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3390780,,,,,,,,,,,,,,,,,,,,,
30988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173960,,,,,,,,,,,,,,,,,,,,,,,,,,,
30979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837690,,,,,,,,,,,,,
30978,,,,,,,,,,,,,,,,,,,,,,,,,16880300,,,,,,,,,,,,,,,,,,,,,,14028200,,,,,,,,,,,,,,
30977,,,,,17167700,,,,,,,,,,,,,,,,,,2074550,,,21514700,,,,,,,,,,,,,,,,,,408601,,,,,,,,,,,,,,,,,
30975,,,,4469580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30963,,,,,,,,,,,,,,,,,,,,,,,,,,,,6608190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062970,2199980,,,,,,,,,,,,,,,,,,,,,,
30943,,,,,,,,,,,,,,,,,1412450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524600,,,,,,,,,,,331538,,,
30929,,,,,,,,,,,,,,,2001660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077920,,,,,,,,,,,,,,,
30888,,,,,,,5234710,,,,,,,,,,,,,,,,,4136580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30872,,,,,,,,,,,,,,,,,,,1678860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30862,,,,,,4052140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30861,,,,,,,,,,,,,,3063230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30860,,,,,,,,,,,,,,,,,,1624360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303225,,,,,
30797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30792,,,,,,,,,,3657550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222500,,,,,,,,,,,,,,
30787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477098,,,
30750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875550,,,,,,,,,,,,,,,,,,,,,,,,,,
30731,,,,,,5125970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30730,,,,,,,,,,,,,,,,,,,,,1769070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235630,,,,,,,,,,,,,,
30724,,,,,,,,,,,,,,,,2200730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43791.5,,,,,,,,,,,,,,,,,,,
30693,,,,,,,,,,,,,,,,,,,,,,,,,,3854520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30692,,,,,,,,,,,,,,,,,,2598870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30690,,,,,,,,,,,3106310,,,,,,,,,,,,,,,,,,,,,,,2894310,,,,,,,,,,,,,,,,,,,,,,,,,,,
30687,,,,,,,,,,,,,,,,,,,,,,,,,4882950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429940,,,,,,,,,,,,,,
30685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324120,,,,,,,,,,,,,,,
30679,,,,,,,,,,,,,,,,,,,,,,,,,,,,6669870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592577,,,,,,,,,,,,,,,,
30677,,,2537400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27978.3,,,,,,,,,,,,,,,,,,,
30675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608693,,,,
30657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994400,,,,,,,,,,,,,,,,,,,,,
30648,,,,,,,,,,,,,,,,,,,,,,,,,4025170,,,,,,,,,,,,,,,,1299480,,,,,,,,,,,,,,,,,,,,
30640,,,,,,,,,,,,,,,,,,,,,,1258200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266546,,
30608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268032,,,
30604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728820,,,,,,,,,,,,,,,,,,,,,,,,,,,
30603,,,,,,,,,,,,,,,,,,,,,,713292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600,,,,,,,,,,,,,,,,,,,,,,,,,6269670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269494,,,,
30597,,952731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007460,,,,,,,,,,,,,,,,,,,,,,
30594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543608,,,,,,
30585,,,,,,,,,,,2720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30580,,,,,,,,,,,,,,,,,,,,,,,,,,,,6712010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30560,,,,,,,,,,,5148780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360770,,,,,
30556,,,,,,,,,,,,,,,,,,,,,,,,3956060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251624,,,,
30549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108826,,,,,,,,,,,,,,,,,,
30547,,,,,,,,,,,,,,,2634680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309574,,
30541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314425,,,
30540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316660,,,,,,,,,,,,,,,,,,,,,,,,
30532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089490,,,,,2385000,,,,,,,
30531,,,,,,,,,,,,,2354450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3014910,,,,,,,,,,,,,,,,,,,,,,,,,,
30525,,1047160,,,,,,,,,,,,,,,,,,,,,,2497400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644303,,,,,,,,,,,,,,,
30512,,,,,,,,,,3169090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30507,,,,,,,,,6075500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30502,,,,,,,,,,,,,,,,1714560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87051.2,,,,,,,,,,,,,,,,,,
30498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53209,,,,,,,,,,,,,,,,,,,
30494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647060,,,,,,,,,,,,,,,,,,,,,,
30490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310859,,
30488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179127,,,,,,,,,,,,,,,,,
30485,,,,,,,,,,,,,,,,,,,,,,,,,7846490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30482,,,,5086840,,,,,,,,,,,,,,,,,,,,6474340,,,,,,,,,,,,,,,,,,,,,,718536,1801900,,,,,,,,,,,,,,
30473,,,,,,,,,,,,,,,,2371490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30465,,,,,,,,,,,,,,,,,,,,,,,,,,3924950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30463,,,,,,,,,,3499260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30461,,,,,,,,9245690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30457,,,,2853670,,,,,,,,,,2996970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30455,,,,,,,,,,,,2896210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29606.1,,,,,,,,,,,,,,,,,,,
30419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218099,,,,,,,,,,,,,,,,,
30411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76956,,,,,,,,,,,,,,,,,,
30410,,,,,,,,,,,,,,,,,,,,,,,3871340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423360,,,,,,,,,,,,,
30403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876870,,,,,,,,,,,,,,
30400,,,,,,,,,,,,,,,,,,,,,,,,,,4711170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30399,,,,,,,,,,8657030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391481,,,,,
30391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578860,,,,,,,,,,,,,,,,,,,,,
30387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429750,,,,,,,,
30360,,,,,,,,,,,,,,,,1429440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30359,,,,,,,,,,4432000,,,,,,,,,,,,,,,,,,,,,,,,,1611400,,,,,,,,,,,,,,,,,,,,,,,,,,
30356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287216,,,
30351,,,,2812020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545630,1744160,,,,,,,,,,,,,,,,,,,,,,,,
30344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276930,,,,,,,,,,,,,,
30335,,1293240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30334,,,,,,3600720,,,,,,,,,,,,,,2265850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30332,,,,2617390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393900,,,,,,,,,,,,,,,,,,,,,
30329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227533,
30326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5661890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30324,,,,,,,,,,,,,,,,,,,,,,,,3819740,,,,,,,,,,,,,,,,,,,,,,994878,,,,,,,,,,,,,,,
30323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194020,,,,,,,,,,,,,,
30319,,,,,,,,,,,,,,,,,,,,,,,,,4519900,,,,,,,,,,,,,,1800810,,,,,,,,,,,,,,,,,,,,,,
30300,,,,,,,,,,,3372610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30295,,,,,,,,,,,,,2820160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30288,,,2145440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411112,,,,,,,,,,,,,,,,
30278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272616,,,,
30270,,,,,4226630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30265,,,,,,,,,,,,,,,,,1425810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30257,,,,,,,,,,,,2956650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403787,,,,,,,,,,,,,,,,
30239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354042,,,,
30238,,939586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292419,,
30231,,,,,,,,,,,,,3465310,,,,,,,,1631990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638802,,,
30229,,,,,,,,,,,,,,,,,,,,,,1174400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201030,,,,,,,,,,,,,,,,,,,,
30208,,,,,,,,,,,,,,,,,,,,,,,,2235000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397907,,,,,,,,,,,,,,,,,
30202,,,,,,,,,,3376520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30199,,,,,,,,,,,,,,,,,,,,,,793055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30196,,,,,,,,,,,2862170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606352,,,,,,,,,,,,,,,,
30187,,,2110620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219594,,,,
30158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3599510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392930
30143,,,,,,,,,,,,,,,,,,,,,,,,2136310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737150,,,,,,,,,,,,
30137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475265,,,,,,,,,,,,,,,,
30134,,,,,,,,,,,,,,,,,,,,,,1413310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33954.1,,,,,,,,,,,,,,,,,,,
30130,,,,3755480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30127,,,,,,,,,,,,,,,,,,,,,,,,,,,4509070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7994860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30121,,,2068270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259920,,,,,,,,1843400,,,,,,,,,
30112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79114.9,,,,,,,,,,,,,,,,,,
30095,,,,,,,,,,,,,,,,,,,,,1786220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628750,,,,,,,,,,,,,,
30090,,,,,,,,,,,,,,,,,,,,,,1428610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208099,,,,,,,,,,,,,,,,,
30072,,,,,,,,,,,,,,,,,,,,,,,,,5209000,5042330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102554,,,,,,,,,,,,,,,,,,,
30056,,,,,,,,,,,,,3284350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238694,,,,,,,,,,,,,,,,,
30051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070020,,,,,,,,,,,,,
30048,,,,,2625950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30045,,,3027440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99146.9,,,,,,,,,,,,,,,,,,,
30041,,,,,,,,,,,3164190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30037,,936411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30035,,,,,,,,,,,,,,,,,,,,,,1958860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607727,,,,,,,,,,,,,,,
29998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252745,,,,,,,,,,,,,,,,,
29997,,,,,,,,5303710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130319,,,,,,,,,,,,,,,,,,
29987,,,,,,,,,,,,,,,1833890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29986,,,,,,,,,,,,2479730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426909,,,,,,,,,,,,,,,,,
29967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3153560,,,,,,,,,,,,,,,,,,,,,,,
29956,,,,3536270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29948,,,,,,,,,,,,,,2134350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451611,,,,,,,,,,,,,,,,
29946,,966579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351462,,,,,,,,,,,,,,,,,
29919,,,1809900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917,,,,,,,,,,,,,,,,,,,3483760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127666,,,,,,,,,,,,,,,,,,,
